GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
GO:0009435	NAD biosynthetic process	0.0101	14	9	4.32	0.643	1.996	AN11252,AN1745,AN2509,AN3431,AN4439,AN5200,AN5210,AN5952,AN9116
GO:0006635	fatty acid beta-oxidation	0.0101	14	9	4.32	0.643	1.996	AN10215,AN10512,AN10610,AN10841,AN5646,AN6279,AN6752,AN7008,AN7111
GO:0051187	cofactor catabolic process	0.0101	14	9	4.32	0.643	1.996	AN0170,AN0593,AN1879,AN2846,AN2988,AN4948,AN5918,AN6239,AN9339
GO:0006468	protein phosphorylation	0.01083	189	86	58.32	0.455	1.965	AN0106,AN0182,AN0914,AN0931,AN0988,AN10019,AN1016,AN1017,AN10515,AN10819,AN10854,AN10869,AN10937,AN1096,AN1097,AN1171,AN11961,AN1358,AN1485,AN1632,AN1800,AN1867,AN2067,AN2265,AN2269,AN2373,AN2412,AN2489,AN2911,AN2927,AN2943,AN3001,AN3090,AN3102,AN3181,AN3422,AN3719,AN3755,AN3941,AN4113,AN4189,AN4196,AN4238,AN4279,AN4322,AN4483,AN4563,AN4570,AN4667,AN4668,AN4702,AN4935,AN4984,AN4987,AN5057,AN5156,AN5217,AN5660,AN5674,AN5676,AN5728,AN5740,AN5757,AN5759,AN5822,AN5973,AN6192,AN6243,AN6347,AN6508,AN6768,AN6892,AN6982,AN7030,AN7104,AN7537,AN7563,AN7572,AN7678,AN8190,AN8751,AN8830,AN9095,AN9461,AN9500,AN9504
GO:0030437	ascospore formation	0.01089	103	43	31.78	0.417	1.963	AN0182,AN0410,AN0640,AN0651,AN0807,AN0931,AN0988,AN1016,AN1017,AN10516,AN10610,AN10902,AN1171,AN1555,AN1848,AN2071,AN2269,AN2412,AN2489,AN3090,AN3148,AN3422,AN3719,AN4169,AN4390,AN4419,AN4501,AN4566,AN4601,AN4615,AN4935,AN5523,AN5579,AN5635,AN5759,AN5803,AN5836,AN7104,AN7657,AN7678,AN8605,AN9380,AN9504
GO:0006099	tricarboxylic acid cycle	0.01107	21	12	6.48	0.571	1.956	AN1003,AN2332,AN2435,AN2436,AN2916,AN2999,AN3894,AN5525,AN6499,AN6650,AN8707,AN8793
GO:1900376	regulation of secondary metabolite biosynthetic process	0.01114	58	33	17.9	0.569	1.953	AN0081,AN0148,AN0186,AN0363,AN0651,AN0807,AN1052,AN1844,AN2269,AN2290,AN2742,AN2850,AN2855,AN3422,AN3607,AN3675,AN3719,AN4189,AN4570,AN4933,AN5028,AN5893,AN6243,AN6749,AN7252,AN7513,AN7819,AN7896,AN8645,AN8741,AN8797,AN8945,AN9008
GO:0045944	positive regulation of transcription by RNA polymerase II	0.01117	95	35	29.32	0.368	1.952	AN0202,AN0689,AN0817,AN0891,AN1017,AN10191,AN1227,AN1303,AN1339,AN1425,AN1518,AN1546,AN2489,AN2852,AN2911,AN2944,AN2996,AN3224,AN3422,AN3506,AN3675,AN4238,AN4558,AN4570,AN5651,AN5747,AN5752,AN6293,AN6733,AN7050,AN7468,AN7513,AN7661,AN8978,AN9397
GO:0048585	negative regulation of response to stimulus	0.01124	44	24	13.58	0.545	1.949	AN0273,AN0978,AN1017,AN10171,AN1358,AN2067,AN2430,AN2731,AN4238,AN4310,AN4322,AN4745,AN4935,AN4987,AN4998,AN5003,AN5129,AN5755,AN5787,AN5893,AN5973,AN6892,AN6982,AN9504
GO:0051348	negative regulation of transferase activity	0.01138	12	8	3.7	0.667	1.944	AN0295,AN0988,AN1358,AN1800,AN5057,AN5217,AN6892,AN6982
GO:0071333	cellular response to glucose stimulus	0.01138	12	8	3.7	0.667	1.944	AN0182,AN1016,AN1052,AN2130,AN3607,AN4238,AN5757,AN6923
GO:0072594	establishment of protein localization to organelle	0.01257	131	37	40.43	0.282	1.901	AN0056,AN0351,AN10215,AN10610,AN1089,AN1227,AN1282,AN1339,AN2014,AN2062,AN2071,AN2142,AN2731,AN2925,AN3149,AN3643,AN3803,AN4580,AN4589,AN4899,AN4915,AN5057,AN5129,AN5131,AN5579,AN5588,AN5681,AN5717,AN5991,AN6010,AN6126,AN6243,AN6258,AN6920,AN7047,AN7649,AN7687
GO:0019725	cellular homeostasis	0.01262	148	72	45.67	0.486	1.899	AN0170,AN0176,AN0182,AN0351,AN0410,AN0471,AN0607,AN0703,AN10019,AN1016,AN1017,AN10444,AN1052,AN10949,AN11072,AN1168,AN1189,AN12465,AN1265,AN1339,AN1628,AN1639,AN1950,AN2072,AN2130,AN2302,AN2508,AN2846,AN2919,AN2977,AN3587,AN3607,AN3644,AN3681,AN3793,AN3973,AN4238,AN4255,AN4332,AN4402,AN4655,AN4814,AN4920,AN4990,AN5132,AN5156,AN5378,AN5563,AN5583,AN5757,AN5823,AN5856,AN6107,AN6293,AN6541,AN6566,AN6923,AN7250,AN7464,AN7468,AN7567,AN7661,AN7666,AN7729,AN8029,AN8251,AN8271,AN8671,AN8689,AN8791,AN8830,AN9103
GO:0048523	negative regulation of cellular process	0.01269	381	140	117.57	0.367	1.897	AN0065,AN0081,AN0082,AN0106,AN0182,AN0253,AN0273,AN0295,AN0363,AN0410,AN0641,AN0733,AN0931,AN0974,AN0978,AN0988,AN10059,AN1016,AN1017,AN10171,AN10191,AN1052,AN10610,AN10614,AN10763,AN1170,AN1226,AN1227,AN1358,AN1485,AN1546,AN1639,AN1761,AN1800,AN1950,AN1984,AN2067,AN2126,AN2141,AN2143,AN2269,AN2290,AN2302,AN2426,AN2430,AN2439,AN2489,AN2500,AN2516,AN2731,AN2742,AN2862,AN2902,AN2911,AN2965,AN2995,AN3067,AN3071,AN3090,AN3102,AN3387,AN3422,AN3423,AN3468,AN3506,AN3587,AN3607,AN3675,AN3719,AN3725,AN3730,AN3735,AN3747,AN3753,AN3919,AN3941,AN4034,AN4238,AN4279,AN4281,AN4295,AN4322,AN4360,AN4483,AN4500,AN4501,AN4570,AN4783,AN4923,AN4935,AN4969,AN4987,AN4998,AN5028,AN5057,AN5129,AN5156,AN5170,AN5217,AN5341,AN5351,AN5676,AN5755,AN5787,AN5803,AN5822,AN5893,AN5973,AN6067,AN6070,AN6195,AN6243,AN6293,AN6578,AN6733,AN6749,AN6892,AN6982,AN7007,AN7169,AN7303,AN7464,AN7468,AN7513,AN7545,AN7563,AN8039,AN8129,AN8168,AN8187,AN8211,AN8251,AN8262,AN8282,AN8724,AN8751,AN8797,AN9116,AN9121,AN9504
GO:0010035	response to inorganic substance	0.01281	75	40	23.14	0.533	1.892	AN0363,AN0394,AN0609,AN0703,AN0757,AN0931,AN1017,AN1131,AN1189,AN12476,AN1639,AN1652,AN2072,AN2846,AN2919,AN3150,AN3688,AN3799,AN3973,AN4169,AN4517,AN4614,AN4758,AN5324,AN5341,AN5523,AN5635,AN5918,AN6249,AN6359,AN6566,AN6849,AN6886,AN6982,AN7464,AN7513,AN7729,AN8643,AN9339,AN9340
GO:0072593	reactive oxygen species metabolic process	0.01307	18	10	5.55	0.556	1.884	AN0170,AN0182,AN1094,AN1131,AN2846,AN5148,AN5457,AN5604,AN5918,AN9339
GO:1900429	negative regulation of filamentous growth of a population of unicellular organisms	0.01314	19	11	5.86	0.579	1.881	AN0170,AN0689,AN1017,AN1069,AN10929,AN1226,AN4238,AN4310,AN4745,AN4987,AN8269
GO:0042752	regulation of circadian rhythm	0.01466	24	13	7.41	0.542	1.834	AN0410,AN1485,AN1539,AN1848,AN2412,AN3607,AN3933,AN4279,AN4563,AN4783,AN4987,AN5457,AN5593
GO:0006696	ergosterol biosynthetic process	0.01506	34	17	10.49	0.5	1.822	AN0432,AN0608,AN0609,AN10396,AN1339,AN1409,AN2069,AN2311,AN3869,AN4042,AN4329,AN4923,AN5823,AN6236,AN6973,AN7146,AN7661
GO:0005991	trehalose metabolic process	0.01557	17	10	5.25	0.588	1.808	AN0363,AN1016,AN10533,AN4238,AN4987,AN5523,AN5635,AN8639,AN9148,AN9340
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	0.01557	17	10	5.25	0.588	1.808	AN1017,AN1546,AN1639,AN2911,AN3688,AN4238,AN7513,AN7661,AN8251,AN8671
GO:0051181	cofactor transport	0.01761	22	12	6.79	0.545	1.754	AN12476,AN1950,AN3150,AN4387,AN4517,AN5378,AN7188,AN7304,AN7485,AN7729,AN8274,AN8540
GO:0080135	regulation of cellular response to stress	0.01824	49	19	15.12	0.388	1.739	AN0170,AN0273,AN0914,AN0978,AN10171,AN1652,AN2731,AN2911,AN3468,AN3675,AN3688,AN4080,AN4563,AN4570,AN5129,AN6892,AN6982,AN7513,AN9090
GO:0006855	drug transmembrane transport	0.01828	27	14	8.33	0.519	1.738	AN0581,AN0771,AN10949,AN2300,AN2349,AN4328,AN4477,AN4478,AN5226,AN6118,AN8274,AN8489,AN8785,AN9010
GO:0019566	arabinose metabolic process	0.0184	15	9	4.63	0.6	1.735	AN0423,AN1274,AN1277,AN1571,AN4691,AN5563,AN5986,AN7193,AN8007
GO:0006334	nucleosome assembly	0.0184	15	9	4.63	0.6	1.735	AN0733,AN0734,AN2426,AN3468,AN3469,AN6554,AN8039,AN8170,AN8863
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.0184	15	9	4.63	0.6	1.735	AN0988,AN1096,AN3755,AN3941,AN4984,AN5057,AN5156,AN5822,AN9500
GO:0009267	cellular response to starvation	0.01925	142	59	43.82	0.415	1.716	AN0163,AN0279,AN0607,AN0609,AN0931,AN0978,AN10030,AN10080,AN1016,AN1017,AN10171,AN10420,AN10854,AN12478,AN1428,AN1546,AN1731,AN1733,AN1812,AN1989,AN2067,AN2130,AN2903,AN3085,AN3422,AN3592,AN3636,AN3642,AN3675,AN3688,AN3719,AN4042,AN4080,AN4159,AN4238,AN4255,AN4390,AN4462,AN4685,AN4716,AN4923,AN4987,AN5057,AN5200,AN5210,AN5604,AN5635,AN5823,AN5918,AN6731,AN6893,AN7252,AN7388,AN7468,AN7485,AN7572,AN8251,AN8540,AN8681
GO:0006915	apoptotic process	0.02117	20	11	6.17	0.55	1.674	AN0182,AN0394,AN10614,AN10673,AN3592,AN4402,AN4501,AN5712,AN7513,AN8269,AN8485
GO:0043941	positive regulation of sexual sporulation resulting in formation of a cellular spore	0.02164	13	8	4.01	0.615	1.665	AN0363,AN0807,AN1052,AN3152,AN3607,AN3719,AN5028,AN9121
GO:0001933	negative regulation of protein phosphorylation	0.02164	13	8	4.01	0.615	1.665	AN0106,AN0988,AN1358,AN1800,AN5057,AN5217,AN6892,AN6982
GO:0051274	beta-glucan biosynthetic process	0.02164	13	8	4.01	0.615	1.665	AN0106,AN2062,AN3729,AN3730,AN5740,AN7487,AN7657,AN9148
GO:0071472	cellular response to salt stress	0.02164	13	8	4.01	0.615	1.665	AN1017,AN1168,AN1624,AN2919,AN4189,AN4479,AN5563,AN8830
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	0.0217	34	13	10.49	0.382	1.664	AN3067,AN3102,AN3725,AN3941,AN4279,AN4483,AN4501,AN5057,AN5676,AN5822,AN6982,AN7007,AN8751
GO:0046907	intracellular transport	0.02203	384	113	118.5	0.294	1.657	AN0127,AN0170,AN0182,AN0253,AN0285,AN0295,AN0351,AN0411,AN0420,AN0651,AN0703,AN0777,AN0906,AN1017,AN10186,AN10215,AN1059,AN10610,AN1068,AN1069,AN1089,AN11250,AN12305,AN1245,AN1282,AN1297,AN1333,AN1339,AN1379,AN1401,AN1950,AN2011,AN2014,AN2062,AN2071,AN2142,AN2164,AN2210,AN2266,AN2315,AN2474,AN2731,AN2737,AN2862,AN2877,AN2925,AN3062,AN3149,AN3413,AN3470,AN3589,AN3642,AN3643,AN3706,AN3747,AN3803,AN3919,AN3934,AN4171,AN4207,AN4218,AN4279,AN4281,AN4293,AN4416,AN4501,AN4580,AN4589,AN4743,AN4899,AN4915,AN4987,AN5129,AN5131,AN5441,AN5485,AN5579,AN5588,AN5607,AN5614,AN5632,AN5681,AN5715,AN5717,AN5740,AN5776,AN5832,AN5865,AN5879,AN5991,AN6010,AN6125,AN6126,AN6243,AN6258,AN6279,AN6351,AN6651,AN6920,AN7047,AN7487,AN7545,AN7547,AN7649,AN7659,AN7687,AN7757,AN8117,AN8751,AN8805,AN8824,AN8834,AN9086
GO:0015074	DNA integration	0.02205	25	13	7.71	0.52	1.657	AN0263,AN10066,AN10127,AN10256,AN10329,AN10649,AN2670,AN3048,AN4289,AN4335,AN4976,AN5956,AN8186
GO:0006808	regulation of nitrogen utilization	0.02525	11	7	3.39	0.636	1.598	AN0098,AN10019,AN1339,AN2944,AN3675,AN8168,AN8667
GO:0010676	positive regulation of cellular carbohydrate metabolic process	0.02525	11	7	3.39	0.636	1.598	AN10550,AN10854,AN3369,AN5740,AN6293,AN7468,AN7610
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	0.02548	18	10	5.55	0.556	1.594	AN0098,AN0182,AN1016,AN1800,AN3688,AN3719,AN4479,AN4501,AN7487,AN8414
GO:0051050	positive regulation of transport	0.02548	18	10	5.55	0.556	1.594	AN0056,AN1089,AN1339,AN3729,AN4328,AN4987,AN5740,AN6578,AN7487,AN8751
GO:0044087	regulation of cellular component biogenesis	0.02638	83	35	25.61	0.422	1.579	AN0106,AN0410,AN0411,AN0655,AN0703,AN1017,AN10171,AN1324,AN1339,AN1408,AN1558,AN1950,AN1984,AN2067,AN2126,AN2302,AN2862,AN2995,AN3423,AN3675,AN4238,AN4419,AN4501,AN4743,AN4976,AN5057,AN5217,AN5740,AN5747,AN5822,AN7487,AN7576,AN7700,AN8751,AN9504
GO:2000243	positive regulation of reproductive process	0.02837	84	45	25.92	0.536	1.547	AN0081,AN0182,AN0363,AN0641,AN0651,AN0807,AN1016,AN1017,AN10227,AN1025,AN1052,AN1573,AN1800,AN2011,AN2269,AN2430,AN2911,AN3090,AN3102,AN3152,AN3422,AN3583,AN3607,AN3719,AN3941,AN4501,AN4935,AN4998,AN5028,AN5341,AN5457,AN5836,AN5893,AN5973,AN6487,AN6566,AN6892,AN7030,AN7252,AN7487,AN7698,AN7743,AN8605,AN8741,AN9121
GO:0008643	carbohydrate transport	0.02889	23	14	7.1	0.609	1.539	AN10689,AN1085,AN2475,AN3113,AN3515,AN4209,AN5860,AN6578,AN6669,AN6923,AN8347,AN8689,AN8912,AN9168
GO:0006820	anion transport	0.02891	145	64	44.75	0.441	1.539	AN0066,AN0218,AN0225,AN0275,AN0771,AN10078,AN1014,AN1059,AN10676,AN10905,AN10949,AN12476,AN1339,AN1659,AN1950,AN2011,AN2043,AN2072,AN2251,AN2468,AN2477,AN2730,AN2875,AN2962,AN2977,AN3150,AN3304,AN3341,AN3345,AN3347,AN3665,AN3781,AN4101,AN4287,AN4295,AN4387,AN4402,AN4477,AN4478,AN4517,AN4904,AN5226,AN5302,AN5378,AN5801,AN6014,AN6095,AN6107,AN6118,AN6279,AN6578,AN6703,AN6782,AN6920,AN7188,AN7304,AN7729,AN8029,AN8040,AN8274,AN8279,AN8785,AN8956,AN9010
GO:0006790	sulfur compound metabolic process	0.02896	157	66	48.45	0.42	1.538	AN0081,AN0106,AN0170,AN0554,AN0581,AN0593,AN0651,AN0807,AN10197,AN10215,AN10444,AN1052,AN1202,AN1226,AN12476,AN1407,AN1469,AN1547,AN1680,AN1752,AN1769,AN1844,AN1879,AN2302,AN2311,AN2508,AN2623,AN2730,AN2742,AN2846,AN2855,AN2988,AN3150,AN3456,AN3593,AN3607,AN3675,AN3719,AN3869,AN3928,AN4081,AN4361,AN4443,AN4462,AN4655,AN4769,AN4770,AN4923,AN5218,AN5626,AN5953,AN6014,AN6279,AN6359,AN6643,AN7600,AN7729,AN8009,AN8078,AN8218,AN8277,AN8485,AN8565,AN8741,AN8859,AN9008
GO:0080134	regulation of response to stress	0.02915	83	36	25.61	0.434	1.535	AN0170,AN0182,AN0273,AN0914,AN0978,AN1016,AN1017,AN10171,AN12478,AN1652,AN2067,AN2731,AN2875,AN2911,AN3422,AN3468,AN3675,AN3688,AN3719,AN4080,AN4238,AN4310,AN4443,AN4479,AN4563,AN4570,AN4987,AN5003,AN5129,AN5210,AN5525,AN5746,AN6892,AN6982,AN7513,AN9090
GO:0019359	nicotinamide nucleotide biosynthetic process	0.02918	38	21	11.73	0.553	1.535	AN11252,AN1202,AN1745,AN1918,AN2509,AN2875,AN3223,AN3431,AN4439,AN4462,AN5200,AN5210,AN5604,AN5746,AN5952,AN6037,AN6824,AN7666,AN8689,AN8837,AN9116
GO:0000302	response to reactive oxygen species	0.0292	34	19	10.49	0.559	1.535	AN0170,AN0363,AN0394,AN0609,AN0757,AN1017,AN1131,AN1639,AN2846,AN3688,AN4758,AN5324,AN5523,AN5918,AN6849,AN7388,AN7513,AN8643,AN9339
GO:0032386	regulation of intracellular transport	0.0293	17	10	5.25	0.588	1.533	AN0411,AN0651,AN1089,AN1339,AN1950,AN4279,AN4501,AN4987,AN7487,AN8751
GO:0051651	maintenance of location in cell	0.02935	23	10	7.1	0.435	1.532	AN0607,AN4279,AN4501,AN4528,AN5579,AN5682,AN5829,AN7698,AN7757,AN8751
GO:0040020	regulation of meiotic nuclear division	0.02944	25	7	7.71	0.28	1.531	AN1017,AN10763,AN2911,AN3941,AN5822,AN7572,AN8605
GO:0071216	cellular response to biotic stimulus	0.02997	111	44	34.25	0.396	1.523	AN0098,AN0163,AN0182,AN0891,AN1016,AN1017,AN10420,AN10854,AN12408,AN12465,AN12478,AN1418,AN1428,AN1546,AN1844,AN2130,AN2516,AN3085,AN3583,AN3636,AN3642,AN3688,AN3719,AN4042,AN4390,AN4419,AN4479,AN4501,AN4685,AN4745,AN4915,AN4923,AN4987,AN5057,AN5200,AN5210,AN5746,AN5857,AN6293,AN6892,AN7468,AN7487,AN7698,AN8414
GO:0015711	organic anion transport	0.03017	116	49	35.8	0.422	1.52	AN0066,AN0225,AN0275,AN0771,AN10078,AN1014,AN1059,AN10676,AN10905,AN10949,AN12476,AN1339,AN1659,AN1950,AN2011,AN2043,AN2072,AN2468,AN2477,AN2875,AN2962,AN3150,AN3304,AN3345,AN3347,AN4287,AN4295,AN4387,AN4477,AN4478,AN4517,AN5226,AN5378,AN5801,AN6014,AN6095,AN6118,AN6279,AN6578,AN6703,AN6782,AN6920,AN7188,AN7304,AN7729,AN8274,AN8279,AN8785,AN9010
GO:0008361	regulation of cell size	0.0307	16	9	4.94	0.562	1.513	AN0817,AN1016,AN2161,AN3688,AN3729,AN4238,AN5740,AN5822,AN7572
GO:0006869	lipid transport	0.03081	38	14	11.73	0.368	1.511	AN0225,AN0771,AN10078,AN1014,AN1059,AN10949,AN2011,AN2477,AN2877,AN3147,AN4295,AN5879,AN6014,AN6279
GO:0071214	cellular response to abiotic stimulus	0.03161	130	64	40.12	0.492	1.5	AN0351,AN0363,AN0423,AN0554,AN0641,AN0664,AN0766,AN0931,AN1016,AN1017,AN1052,AN10763,AN10902,AN1168,AN1339,AN1358,AN1547,AN1555,AN1624,AN1769,AN1800,AN1844,AN2005,AN2269,AN2446,AN2855,AN2911,AN2919,AN2962,AN2997,AN3583,AN3607,AN3688,AN3725,AN3735,AN4189,AN4479,AN4501,AN4668,AN4685,AN4745,AN5057,AN5129,AN5563,AN5593,AN5635,AN5746,AN6010,AN6243,AN6318,AN6731,AN6886,AN6892,AN6920,AN6982,AN7698,AN7799,AN7895,AN8251,AN8690,AN8692,AN8830,AN9008,AN9340
GO:0034641	cellular nitrogen compound metabolic process	0.03197	2220	610	685.07	0.275	1.495	AN0057,AN0065,AN0067,AN0070,AN0081,AN0096,AN0098,AN0105,AN0106,AN0121,AN0128,AN0147,AN0148,AN0162,AN0170,AN0176,AN0182,AN0202,AN0210,AN0228,AN0232,AN0252,AN0253,AN0259,AN0260,AN0263,AN0270,AN0279,AN0285,AN0295,AN0298,AN0314,AN0321,AN0333,AN0351,AN0364,AN0410,AN0421,AN0440,AN0445,AN0486,AN0495,AN0533,AN0554,AN0565,AN0568,AN0582,AN0585,AN0593,AN0607,AN0608,AN0609,AN0651,AN0660,AN0667,AN0680,AN0688,AN0689,AN0733,AN0734,AN0742,AN0748,AN0757,AN0766,AN0767,AN0797,AN0807,AN0817,AN0835,AN0863,AN0889,AN0891,AN0902,AN0919,AN0928,AN0931,AN0936,AN0974,AN0978,AN0988,AN10007,AN10030,AN10059,AN10066,AN10080,AN10081,AN10120,AN10127,AN10128,AN10131,AN10139,AN1016,AN10164,AN1017,AN10191,AN10192,AN10215,AN10256,AN10329,AN10336,AN1035,AN10378,AN10444,AN10459,AN10497,AN1052,AN10541,AN10548,AN10550,AN1059,AN1060,AN10606,AN10610,AN10614,AN10649,AN10663,AN10761,AN10763,AN10789,AN10854,AN10865,AN10903,AN10906,AN10911,AN10912,AN10950,AN10991,AN11052,AN11072,AN11080,AN11098,AN11099,AN11112,AN11125,AN11165,AN11183,AN1123,AN11250,AN11252,AN11406,AN1170,AN1172,AN1175,AN11753,AN11776,AN1183,AN11859,AN11891,AN11961,AN11962,AN1202,AN12120,AN1217,AN1226,AN1227,AN1232,AN12402,AN1242,AN12476,AN12478,AN12489,AN1265,AN1303,AN1319,AN1339,AN1402,AN1403,AN1406,AN1414,AN1416,AN1425,AN1429,AN1485,AN1508,AN1518,AN1519,AN1536,AN1538,AN1546,AN1624,AN1638,AN1639,AN1678,AN1720,AN1743,AN1745,AN1778,AN1800,AN1812,AN1844,AN1848,AN1879,AN1893,AN1918,AN1924,AN1927,AN1948,AN1984,AN2001,AN2009,AN2016,AN2020,AN2025,AN2036,AN2046,AN2072,AN2135,AN2136,AN2141,AN2144,AN2163,AN2243,AN2248,AN2268,AN2270,AN2276,AN2284,AN2290,AN2302,AN2315,AN2335,AN2375,AN2421,AN2426,AN2446,AN2489,AN2493,AN2500,AN2508,AN2509,AN2516,AN2581,AN2597,AN2623,AN2661,AN2670,AN2740,AN2742,AN2759,AN2796,AN2846,AN2848,AN2852,AN2855,AN2875,AN2885,AN2900,AN2901,AN2902,AN2905,AN2910,AN2911,AN2919,AN2944,AN2980,AN2984,AN2988,AN2996,AN2997,AN2998,AN3048,AN3067,AN3071,AN3075,AN3102,AN3120,AN3132,AN3150,AN3152,AN3169,AN3176,AN3214,AN3216,AN3222,AN3223,AN3224,AN3250,AN3356,AN3369,AN3413,AN3422,AN3423,AN3431,AN3433,AN3448,AN3449,AN3468,AN3506,AN3547,AN3587,AN3607,AN3637,AN3644,AN3649,AN3675,AN3683,AN3684,AN3688,AN3690,AN3719,AN3730,AN3748,AN3753,AN3769,AN3785,AN3787,AN3835,AN3868,AN3881,AN3890,AN3894,AN3911,AN3919,AN3928,AN3933,AN3941,AN4013,AN4034,AN4080,AN4113,AN4134,AN4175,AN4210,AN4218,AN4219,AN4222,AN4238,AN4244,AN4247,AN4251,AN4279,AN4289,AN4315,AN4324,AN4332,AN4335,AN4361,AN4365,AN4384,AN4388,AN4389,AN4401,AN4439,AN4443,AN4452,AN4460,AN4462,AN4468,AN4471,AN4475,AN4479,AN4500,AN4501,AN4519,AN4520,AN4521,AN4558,AN4563,AN4566,AN4570,AN4581,AN4587,AN4603,AN4652,AN4655,AN4741,AN4742,AN4743,AN4744,AN4760,AN4783,AN4794,AN4818,AN4859,AN4900,AN4933,AN4935,AN4949,AN4965,AN4972,AN4976,AN4985,AN4987,AN5060,AN5068,AN5119,AN5129,AN5130,AN5170,AN5200,AN5203,AN5210,AN5218,AN5237,AN5278,AN5279,AN5296,AN5349,AN5351,AN5406,AN5408,AN5415,AN5441,AN5452,AN5492,AN5566,AN5604,AN5631,AN5651,AN5655,AN5676,AN5691,AN5715,AN5716,AN5746,AN5747,AN5751,AN5752,AN5775,AN5823,AN5836,AN5849,AN5865,AN5870,AN5871,AN5893,AN5897,AN5898,AN5905,AN5909,AN5918,AN5924,AN5934,AN5939,AN5952,AN5953,AN5955,AN5956,AN5992,AN5999,AN6010,AN6032,AN6037,AN6060,AN6062,AN6067,AN6069,AN6070,AN6091,AN6129,AN6149,AN6160,AN6182,AN6195,AN6209,AN6218,AN6251,AN6279,AN6293,AN6330,AN6359,AN6384,AN6392,AN6540,AN6541,AN6543,AN6558,AN6577,AN6604,AN6643,AN6653,AN6679,AN6684,AN6694,AN6698,AN6733,AN6820,AN6824,AN6828,AN6832,AN6837,AN6849,AN6858,AN6892,AN6893,AN6921,AN6968,AN6982,AN7007,AN7012,AN7014,AN7028,AN7050,AN7103,AN7115,AN7118,AN7190,AN7269,AN7274,AN7297,AN7303,AN7331,AN7332,AN7342,AN7424,AN7465,AN7468,AN7469,AN7475,AN7507,AN7513,AN7545,AN7564,AN7572,AN7588,AN7592,AN7610,AN7659,AN7661,AN7666,AN7709,AN7725,AN7729,AN7742,AN7872,AN7896,AN7921,AN7942,AN7951,AN7971,AN7997,AN8009,AN8039,AN8066,AN8078,AN8079,AN8111,AN8118,AN8121,AN8129,AN8164,AN8168,AN8169,AN8170,AN8176,AN8186,AN8188,AN8211,AN8218,AN8231,AN8251,AN8269,AN8282,AN8293,AN8298,AN8323,AN8388,AN8414,AN8426,AN8431,AN8457,AN8473,AN8524,AN8545,AN8553,AN8576,AN8590,AN8611,AN8636,AN8643,AN8645,AN8655,AN8666,AN8667,AN8671,AN8689,AN8694,AN8724,AN8741,AN8751,AN8753,AN8777,AN8785,AN8794,AN8824,AN8825,AN8832,AN8834,AN8837,AN8856,AN8867,AN8883,AN8885,AN8978,AN9008,AN9025,AN9083,AN9090,AN9094,AN9095,AN9096,AN9102,AN9116,AN9141,AN9148,AN9157,AN9221,AN9397,AN9426,AN9458
GO:0097237	cellular response to toxic substance	0.03217	40	23	12.34	0.575	1.493	AN0363,AN0609,AN0757,AN0931,AN1017,AN12476,AN1639,AN2846,AN3150,AN3688,AN4301,AN4517,AN4758,AN5324,AN5523,AN5918,AN6849,AN6982,AN7729,AN8218,AN8643,AN9339,AN9340
GO:0032005	signal transduction involved in positive regulation of conjugation with cellular fusion	0.03218	25	18	7.71	0.72	1.492	AN0081,AN0182,AN0651,AN10227,AN1025,AN2269,AN2430,AN3090,AN3422,AN3719,AN4935,AN4998,AN5893,AN6892,AN7030,AN7252,AN7487,AN7743
GO:0042144	vacuole fusion, non-autophagic	0.03229	21	11	6.48	0.524	1.491	AN0163,AN0170,AN0802,AN0914,AN12017,AN1334,AN4697,AN5740,AN5746,AN7487,AN7729
GO:0071482	cellular response to light stimulus	0.03256	28	10	8.64	0.357	1.487	AN0363,AN0664,AN1017,AN1052,AN1339,AN2446,AN3607,AN5593,AN6243,AN9008
GO:0016310	phosphorylation	0.03442	270	115	83.32	0.426	1.463	AN0106,AN0182,AN0259,AN0914,AN0931,AN0988,AN10019,AN1016,AN1017,AN10515,AN10819,AN10854,AN10869,AN10937,AN1096,AN1097,AN1171,AN11859,AN11961,AN1202,AN1358,AN1485,AN1632,AN1769,AN1800,AN1867,AN1918,AN2067,AN2265,AN2269,AN2311,AN2315,AN2373,AN2412,AN2489,AN2581,AN2875,AN2911,AN2927,AN2943,AN3001,AN3090,AN3102,AN3181,AN3214,AN3223,AN3422,AN3719,AN3755,AN3941,AN4113,AN4189,AN4196,AN4238,AN4255,AN4278,AN4279,AN4322,AN4388,AN4462,AN4479,AN4483,AN4563,AN4570,AN4667,AN4668,AN4702,AN4818,AN4935,AN4957,AN4984,AN4987,AN5057,AN5144,AN5156,AN5210,AN5217,AN5296,AN5604,AN5660,AN5674,AN5676,AN5728,AN5740,AN5746,AN5757,AN5759,AN5822,AN5973,AN6037,AN6192,AN6207,AN6243,AN6347,AN6508,AN6768,AN6820,AN6892,AN6982,AN6985,AN7030,AN7104,AN7537,AN7563,AN7572,AN7678,AN8118,AN8190,AN8689,AN8751,AN8830,AN9095,AN9461,AN9500,AN9504
