seqnames	start	end	name	peakId.An_kdmB_20h_HA_1	overlap.An_kdmB_20h_HA_1	peakEnrichment.An_kdmB_20h_HA_1	peakPval.An_kdmB_20h_HA_1	peakId.An_sntB_20h_HA_1	overlap.An_sntB_20h_HA_1	peakEnrichment.An_sntB_20h_HA_1	peakPval.An_sntB_20h_HA_1	peakId.An_ecoA_20h_HA_1	overlap.An_ecoA_20h_HA_1	peakEnrichment.An_ecoA_20h_HA_1	peakPval.An_ecoA_20h_HA_1	peakId.An_rpdA_20h_HA_1	overlap.An_rpdA_20h_HA_1	peakEnrichment.An_rpdA_20h_HA_1	peakPval.An_rpdA_20h_HA_1
ChrIII_A_nidulans_FGSC_A4	1784529	1785441	peak_region_313	An_kdmB_20h_HA_1_withCtrl_peak_212	TRUE	3.14004	7.83062	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_295	TRUE	2.51346	13.49946
ChrIII_A_nidulans_FGSC_A4	1784529	1785441	peak_region_313	An_kdmB_20h_HA_1_withCtrl_peak_213	TRUE	2.46022	4.3838800000000004	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_295	TRUE	2.51346	13.49946
ChrIII_A_nidulans_FGSC_A4	1793128	1795306	peak_region_314	An_kdmB_20h_HA_1_withCtrl_peak_214	TRUE	6.02544	31.5413	An_sntB_20h_HA_1_withCtrl_peak_214	TRUE	2.51041	14.75711	An_ecoA_20h_HA_1_withCtrl_peak_169	TRUE	2.70588	6.52356	An_rpdA_20h_HA_1_withCtrl_peak_296	TRUE	3.6128	36.12589
ChrIII_A_nidulans_FGSC_A4	1793128	1795306	peak_region_314	An_kdmB_20h_HA_1_withCtrl_peak_214	TRUE	6.02544	31.5413	An_sntB_20h_HA_1_withCtrl_peak_214	TRUE	2.51041	14.75711	An_ecoA_20h_HA_1_withCtrl_peak_170	TRUE	2.85148	7.04139	An_rpdA_20h_HA_1_withCtrl_peak_296	TRUE	3.6128	36.12589
ChrIII_A_nidulans_FGSC_A4	1795528	1796020	peak_region_315	An_kdmB_20h_HA_1_withCtrl_peak_215	TRUE	2.78277	6.11672	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_297	TRUE	2.43595	11.57247
ChrIII_A_nidulans_FGSC_A4	1805507	1806963	peak_region_316	An_kdmB_20h_HA_1_withCtrl_peak_216	TRUE	9.15253	74.0573	An_sntB_20h_HA_1_withCtrl_peak_215	TRUE	3.31035	38.53822	An_ecoA_20h_HA_1_withCtrl_peak_171	TRUE	4.30121	18.58827	An_rpdA_20h_HA_1_withCtrl_peak_298	TRUE	4.89743	80.57415
ChrIII_A_nidulans_FGSC_A4	1807063	1807711	peak_region_317	An_kdmB_20h_HA_1_withCtrl_peak_217	TRUE	3.03598	7.68173	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_299	TRUE	3.16908	22.65335
ChrIII_A_nidulans_FGSC_A4	1815015	1815476	peak_region_318	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_300	TRUE	3.048	16.25318
ChrIII_A_nidulans_FGSC_A4	1827752	1828260	peak_region_319	An_kdmB_20h_HA_1_withCtrl_peak_218	TRUE	3.55509	11.32504	An_sntB_20h_HA_1_withCtrl_peak_216	TRUE	2.07803	8.18991	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_301	TRUE	3.07764	23.39001
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_217	TRUE	1.4741	2.82908	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_217	TRUE	1.4741	2.82908	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_218	TRUE	2.57156	16.29135	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_218	TRUE	2.57156	16.29135	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_219	TRUE	1.84393	6.46594	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_219	TRUE	1.84393	6.46594	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_220	TRUE	2.03803	8.20415	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_219	TRUE	4.63162	19.7483	An_sntB_20h_HA_1_withCtrl_peak_220	TRUE	2.03803	8.20415	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_217	TRUE	1.4741	2.82908	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_217	TRUE	1.4741	2.82908	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_218	TRUE	2.57156	16.29135	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_218	TRUE	2.57156	16.29135	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_219	TRUE	1.84393	6.46594	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_219	TRUE	1.84393	6.46594	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_220	TRUE	2.03803	8.20415	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_220	TRUE	6.60989	45.40877	An_sntB_20h_HA_1_withCtrl_peak_220	TRUE	2.03803	8.20415	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_217	TRUE	1.4741	2.82908	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_217	TRUE	1.4741	2.82908	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_218	TRUE	2.57156	16.29135	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_218	TRUE	2.57156	16.29135	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_219	TRUE	1.84393	6.46594	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_219	TRUE	1.84393	6.46594	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_220	TRUE	2.03803	8.20415	An_ecoA_20h_HA_1_withCtrl_peak_172	TRUE	4.30818	15.28707	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1838327	1843719	peak_region_320	An_kdmB_20h_HA_1_withCtrl_peak_221	TRUE	4.80976	21.18917	An_sntB_20h_HA_1_withCtrl_peak_220	TRUE	2.03803	8.20415	An_ecoA_20h_HA_1_withCtrl_peak_173	TRUE	2.50336	6.63697	An_rpdA_20h_HA_1_withCtrl_peak_302	TRUE	3.82384	43.19626
ChrIII_A_nidulans_FGSC_A4	1846978	1847205	peak_region_321	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_303	TRUE	1.82183	5.19334
ChrIII_A_nidulans_FGSC_A4	1848789	1849124	peak_region_322	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_304	TRUE	1.5579	3.32894
ChrIII_A_nidulans_FGSC_A4	1849430	1851113	peak_region_323	An_kdmB_20h_HA_1_withCtrl_peak_222	TRUE	3.42626	12.20537	An_sntB_20h_HA_1_withCtrl_peak_221	TRUE	2.80352	19.17682	An_ecoA_20h_HA_1_withCtrl_peak_174	TRUE	2.50506	5.36401	An_rpdA_20h_HA_1_withCtrl_peak_305	TRUE	2.99127	25.88029
ChrIII_A_nidulans_FGSC_A4	1851210	1851502	peak_region_324	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_306	TRUE	1.41892	2.49194
ChrIII_A_nidulans_FGSC_A4	1853667	1854050	peak_region_325	An_kdmB_20h_HA_1_withCtrl_peak_223	TRUE	2.95796	6.85089	An_sntB_20h_HA_1_withCtrl_peak_222	TRUE	1.91599	6.24955	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_307	TRUE	1.87855	6.00216
ChrIII_A_nidulans_FGSC_A4	1861689	1862235	peak_region_326	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_223	TRUE	1.94679	5.81661	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_308	TRUE	1.75774	4.29502
ChrIII_A_nidulans_FGSC_A4	1869679	1870065	peak_region_327	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_309	TRUE	1.69608	4.36684
ChrIII_A_nidulans_FGSC_A4	1872728	1872983	peak_region_328	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_310	TRUE	2.29763	8.73146
ChrIII_A_nidulans_FGSC_A4	1881305	1881720	peak_region_329	An_kdmB_20h_HA_1_withCtrl_peak_224	TRUE	2.61217	5.1105	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_311	TRUE	2.21181	8.73471
ChrIII_A_nidulans_FGSC_A4	1888182	1888689	peak_region_330	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_ecoA_20h_HA_1_withCtrl_peak_175	TRUE	3.41817	7.57708	An_rpdA_20h_HA_1_withCtrl_peak_312	TRUE	2.68339	13.5793
ChrIII_A_nidulans_FGSC_A4	1898240	1899015	peak_region_331	An_kdmB_20h_HA_1_withCtrl_peak_225	TRUE	3.66101	14.23846	An_sntB_20h_HA_1_withCtrl_peak_224	TRUE	1.67844	4.79104	An_ecoA_20h_HA_1_withCtrl_peak_176	TRUE	1.98926	3.29871	An_rpdA_20h_HA_1_withCtrl_peak_313	TRUE	2.33656	13.65404
ChrIII_A_nidulans_FGSC_A4	1905932	1907861	peak_region_332	An_kdmB_20h_HA_1_withCtrl_peak_226	TRUE	4.3236	14.43286	An_sntB_20h_HA_1_withCtrl_peak_225	TRUE	3.61699	28.74336	An_ecoA_20h_HA_1_withCtrl_peak_177	TRUE	2.85028	6.15206	An_rpdA_20h_HA_1_withCtrl_peak_314	TRUE	3.38446	28.13603
ChrIII_A_nidulans_FGSC_A4	1909240	1910266	peak_region_333	An_kdmB_20h_HA_1_withCtrl_peak_227	TRUE	3.67559	9.51851	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_315	TRUE	3.60889	24.48898
ChrIII_A_nidulans_FGSC_A4	1909240	1910266	peak_region_333	An_kdmB_20h_HA_1_withCtrl_peak_228	TRUE	3.78136	9.83672	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_315	TRUE	3.60889	24.48898
ChrIII_A_nidulans_FGSC_A4	1914037	1914435	peak_region_334	An_kdmB_20h_HA_1_withCtrl_peak_229	TRUE	2.6872	6.1345	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_316	TRUE	1.69091	4.19828
ChrIII_A_nidulans_FGSC_A4	1918518	1920823	peak_region_335	An_kdmB_20h_HA_1_withCtrl_peak_230	TRUE	5.8857	33.77839	An_sntB_20h_HA_1_withCtrl_peak_226	TRUE	2.70674	18.46832	An_ecoA_20h_HA_1_withCtrl_peak_178	TRUE	2.26542	4.30441	An_rpdA_20h_HA_1_withCtrl_peak_317	TRUE	3.4082	37.3691
ChrIII_A_nidulans_FGSC_A4	1918518	1920823	peak_region_335	An_kdmB_20h_HA_1_withCtrl_peak_230	TRUE	5.8857	33.77839	An_sntB_20h_HA_1_withCtrl_peak_226	TRUE	2.70674	18.46832	An_ecoA_20h_HA_1_withCtrl_peak_179	TRUE	2.4984	6.33282	An_rpdA_20h_HA_1_withCtrl_peak_317	TRUE	3.4082	37.3691
ChrIII_A_nidulans_FGSC_A4	1923893	1924995	peak_region_336	An_kdmB_20h_HA_1_withCtrl_peak_231	TRUE	2.73246	5.29538	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_318	TRUE	2.23491	8.40437
ChrIII_A_nidulans_FGSC_A4	1928409	1928853	peak_region_337	An_kdmB_20h_HA_1_withCtrl_peak_232	TRUE	2.20408	3.5468	An_sntB_20h_HA_1_withCtrl_peak_227	TRUE	1.81998	4.67157	NA	FALSE	NA	NA	NA	FALSE	NA	NA
ChrIII_A_nidulans_FGSC_A4	1929933	1930429	peak_region_338	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_228	TRUE	1.81262	5.08589	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_319	TRUE	2.93833	18.57144
ChrIII_A_nidulans_FGSC_A4	1932558	1932979	peak_region_339	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_229	TRUE	2.54623	11.8267	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_320	TRUE	3.04684	17.022
ChrIII_A_nidulans_FGSC_A4	1940579	1941494	peak_region_340	An_kdmB_20h_HA_1_withCtrl_peak_233	TRUE	3.06646	7.19283	An_sntB_20h_HA_1_withCtrl_peak_230	TRUE	2.0804	6.09662	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_321	TRUE	2.69272	14.01036
ChrIII_A_nidulans_FGSC_A4	1940579	1941494	peak_region_340	An_kdmB_20h_HA_1_withCtrl_peak_233	TRUE	3.06646	7.19283	An_sntB_20h_HA_1_withCtrl_peak_231	TRUE	2.44849	10.7149	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_321	TRUE	2.69272	14.01036
ChrIII_A_nidulans_FGSC_A4	1953502	1953769	peak_region_341	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_322	TRUE	2.04076	6.65197
ChrIII_A_nidulans_FGSC_A4	1958917	1959414	peak_region_342	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_232	TRUE	1.58432	3.95605	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_323	TRUE	2.24081	12.32411
ChrIII_A_nidulans_FGSC_A4	1960580	1961042	peak_region_343	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_233	TRUE	1.66041	3.95014	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_324	TRUE	2.00888	7.53549
ChrIII_A_nidulans_FGSC_A4	1965065	1965315	peak_region_344	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_325	TRUE	1.72214	4.36684
ChrIII_A_nidulans_FGSC_A4	1970548	1971358	peak_region_345	An_kdmB_20h_HA_1_withCtrl_peak_234	TRUE	3.85993	10.07005	An_sntB_20h_HA_1_withCtrl_peak_234	TRUE	2.28942	8.13026	An_ecoA_20h_HA_1_withCtrl_peak_180	TRUE	2.78719	5.10639	An_rpdA_20h_HA_1_withCtrl_peak_326	TRUE	4.08886	30.5456
ChrIII_A_nidulans_FGSC_A4	1980276	1981765	peak_region_346	An_kdmB_20h_HA_1_withCtrl_peak_235	TRUE	4.9833	17.71475	An_sntB_20h_HA_1_withCtrl_peak_235	TRUE	4.73088	48.50134	An_ecoA_20h_HA_1_withCtrl_peak_181	TRUE	2.37138	5.03565	An_rpdA_20h_HA_1_withCtrl_peak_327	TRUE	2.74083	18.23452
ChrIII_A_nidulans_FGSC_A4	1985804	1986204	peak_region_347	An_kdmB_20h_HA_1_withCtrl_peak_236	TRUE	2.46168	4.6642	NA	FALSE	NA	NA	An_ecoA_20h_HA_1_withCtrl_peak_182	TRUE	2.56212	4.96307	An_rpdA_20h_HA_1_withCtrl_peak_328	TRUE	2.39057	11.32661
ChrIII_A_nidulans_FGSC_A4	1991183	1991523	peak_region_348	An_kdmB_20h_HA_1_withCtrl_peak_237	TRUE	2.35465	4.21441	An_sntB_20h_HA_1_withCtrl_peak_236	TRUE	2.11288	7.50286	An_ecoA_20h_HA_1_withCtrl_peak_183	TRUE	2.64229	4.88593	An_rpdA_20h_HA_1_withCtrl_peak_329	TRUE	2.51582	11.40324
ChrIII_A_nidulans_FGSC_A4	2011905	2012333	peak_region_349	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_237	TRUE	2.18644	8.37461	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_330	TRUE	2.65146	15.64325
ChrIII_A_nidulans_FGSC_A4	2014336	2014548	peak_region_350	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_331	TRUE	2.1999	7.01491
ChrIII_A_nidulans_FGSC_A4	2020166	2020658	peak_region_351	An_kdmB_20h_HA_1_withCtrl_peak_238	TRUE	2.35465	4.21441	An_sntB_20h_HA_1_withCtrl_peak_238	TRUE	2.22611	9.59358	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_332	TRUE	2.11336	7.84366
ChrIII_A_nidulans_FGSC_A4	2031391	2032208	peak_region_352	An_kdmB_20h_HA_1_withCtrl_peak_239	TRUE	4.07444	19.51861	An_sntB_20h_HA_1_withCtrl_peak_239	TRUE	2.50497	17.67818	An_ecoA_20h_HA_1_withCtrl_peak_184	TRUE	2.4984	6.33282	An_rpdA_20h_HA_1_withCtrl_peak_333	TRUE	4.44778	60.60553
ChrIII_A_nidulans_FGSC_A4	2033254	2033500	peak_region_353	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_334	TRUE	1.6756	4.03975
ChrIII_A_nidulans_FGSC_A4	2033591	2033839	peak_region_354	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_335	TRUE	1.64753	3.90451
ChrIII_A_nidulans_FGSC_A4	2034446	2035022	peak_region_355	NA	FALSE	NA	NA	An_sntB_20h_HA_1_withCtrl_peak_240	TRUE	1.77323	4.19547	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_336	TRUE	2.41527	10.16939
ChrIII_A_nidulans_FGSC_A4	2042218	2042569	peak_region_356	An_kdmB_20h_HA_1_withCtrl_peak_240	TRUE	3.30612	8.58796	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_337	TRUE	1.55685	3.02826
ChrIII_A_nidulans_FGSC_A4	2043787	2045573	peak_region_357	An_kdmB_20h_HA_1_withCtrl_peak_241	TRUE	6.85836	39.79142	An_sntB_20h_HA_1_withCtrl_peak_241	TRUE	5.13287	71.10933	An_ecoA_20h_HA_1_withCtrl_peak_185	TRUE	4.73178	19.84406	An_rpdA_20h_HA_1_withCtrl_peak_338	TRUE	4.81719	65.07368
ChrIII_A_nidulans_FGSC_A4	2052849	2054683	peak_region_358	An_kdmB_20h_HA_1_withCtrl_peak_242	TRUE	7.95057	42.51508	NA	FALSE	NA	NA	An_ecoA_20h_HA_1_withCtrl_peak_186	TRUE	2.947	6.6297	An_rpdA_20h_HA_1_withCtrl_peak_339	TRUE	3.97679	36.38343
ChrIII_A_nidulans_FGSC_A4	2056505	2056898	peak_region_359	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_340	TRUE	2.08433	9.3783
ChrIII_A_nidulans_FGSC_A4	2064704	2065069	peak_region_360	An_kdmB_20h_HA_1_withCtrl_peak_243	TRUE	4.59549	14.72642	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_341	TRUE	2.77021	14.65325
ChrIII_A_nidulans_FGSC_A4	2070491	2070844	peak_region_361	An_kdmB_20h_HA_1_withCtrl_peak_244	TRUE	3.35659	8.97748	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_342	TRUE	2.60204	13.65357
ChrIII_A_nidulans_FGSC_A4	2084621	2085024	peak_region_362	NA	FALSE	NA	NA	NA	FALSE	NA	NA	NA	FALSE	NA	NA	An_rpdA_20h_HA_1_withCtrl_peak_343	TRUE	2.11503	7.39929
ChrIII_A_nidulans_FGSC_A4	2086988	2088626	peak_region_363	An_kdmB_20h_HA_1_withCtrl_peak_245	TRUE	4.70143	19.38429	An_sntB_20h_HA_1_withCtrl_peak_242	TRUE	2.77433	19.82358	An_ecoA_20h_HA_1_withCtrl_peak_187	TRUE	3.0293	7.65884	An_rpdA_20h_HA_1_withCtrl_peak_344	TRUE	3.46651	33.52034
ChrIII_A_nidulans_FGSC_A4	2086988	2088626	peak_region_363	An_kdmB_20h_HA_1_withCtrl_peak_245	TRUE	4.70143	19.38429	An_sntB_20h_HA_1_withCtrl_peak_242	TRUE	2.77433	19.82358	An_ecoA_20h_HA_1_withCtrl_peak_188	TRUE	2.7834	6.80064	An_rpdA_20h_HA_1_withCtrl_peak_344	TRUE	3.46651	33.52034
