hasPeak.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	group	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
FALSE	FALSE	TRUE	FALSE	2	GO:0036164	cell-abiotic substrate adhesion	0.0267	7	1	0.03	0.143	1.573	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0030846	termination of RNA polymerase II transcription, poly(A)-coupled	0.0267	7	1	0.03	0.143	1.573	AN0707
FALSE	FALSE	TRUE	FALSE	2	GO:0045117	azole transport	0.0267	7	1	0.03	0.143	1.573	AN4313
FALSE	FALSE	TRUE	FALSE	2	GO:0006171	cAMP biosynthetic process	0.0267	7	1	0.03	0.143	1.573	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0020012	evasion or tolerance of host immune response	0.0267	7	1	0.03	0.143	1.573	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0010619	adenylate cyclase-activating glucose-activated G-protein coupled receptor signaling pathway	0.0267	7	1	0.03	0.143	1.573	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0006559	L-phenylalanine catabolic process	0.0304	8	1	0.03	0.125	1.517	AN6390
FALSE	FALSE	TRUE	FALSE	2	GO:1900231	regulation of single-species biofilm formation on inanimate substrate	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:1900239	regulation of phenotypic switching	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0042981	regulation of apoptotic process	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0005993	trehalose catabolic process	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0001402	signal transduction involved in filamentous growth	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	0.0315	92	3	0.35	0.033	1.502	AN0463,AN3913,AN4611
FALSE	FALSE	TRUE	FALSE	2	GO:0005978	glycogen biosynthetic process	0.0341	9	1	0.03	0.111	1.467	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0006570	tyrosine metabolic process	0.0341	9	1	0.03	0.111	1.467	AN6390
FALSE	FALSE	TRUE	FALSE	2	GO:0046580	negative regulation of Ras protein signal transduction	0.0341	9	1	0.03	0.111	1.467	AN4998
FALSE	FALSE	TRUE	FALSE	2	GO:1901407	regulation of phosphorylation of RNA polymerase II C-terminal domain	0.0379	10	1	0.04	0.1	1.421	AN0707
FALSE	FALSE	TRUE	FALSE	2	GO:0015695	organic cation transport	0.0379	10	1	0.04	0.1	1.421	AN4313
FALSE	FALSE	TRUE	FALSE	2	GO:0006810	transport	0.0392	1256	8	4.84	0.006	1.407	AN0706,AN3579,AN3864,AN4313,AN4862,AN4863,AN4890,AN7167
FALSE	FALSE	TRUE	FALSE	2	GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	0.0406	110	3	0.42	0.027	1.391	AN0463,AN3913,AN4611
FALSE	FALSE	TRUE	FALSE	2	GO:0010962	regulation of glucan biosynthetic process	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0030638	polyketide metabolic process	0.0416	11	1	0.04	0.091	1.381	AN2565
FALSE	FALSE	TRUE	FALSE	2	GO:0010515	negative regulation of induction of conjugation with cellular fusion	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0075308	negative regulation of conidium formation	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0070786	positive regulation of growth of unicellular organism as a thread of attached cells	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0000413	protein peptidyl-prolyl isomerization	0.0453	12	1	0.05	0.083	1.344	AN8680
FALSE	FALSE	TRUE	FALSE	2	GO:0043709	cell adhesion involved in single-species biofilm formation	0.0453	12	1	0.05	0.083	1.344	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0070873	regulation of glycogen metabolic process	0.0453	12	1	0.05	0.083	1.344	AN3913
FALSE	FALSE	TRUE	FALSE	2	GO:0006906	vesicle fusion	0.0453	12	1	0.05	0.083	1.344	AN0706
FALSE	FALSE	TRUE	FALSE	2	GO:0015833	peptide transport	0.048	324	3	1.25	0.009	1.319	AN0706,AN4313,AN4862
FALSE	FALSE	TRUE	FALSE	2	GO:0043144	snoRNA processing	0.049	13	1	0.05	0.077	1.31	AN0707
FALSE	FALSE	TRUE	FALSE	2	GO:0001933	negative regulation of protein phosphorylation	0.049	13	1	0.05	0.077	1.31	AN0707
FALSE	FALSE	TRUE	FALSE	2	GO:0006825	copper ion transport	0.049	13	1	0.05	0.077	1.31	AN4863
FALSE	FALSE	TRUE	FALSE	2	GO:0015696	ammonium transport	0.049	13	1	0.05	0.077	1.31	AN4313
FALSE	FALSE	TRUE	FALSE	2	GO:0000022	mitotic spindle elongation	0.049	13	1	0.05	0.077	1.31	AN3579
FALSE	FALSE	TRUE	TRUE	3	GO:0048315	conidium formation	0.0022	132	5	0.92	0.038	2.658	AN10515,AN2129,AN5021,AN6589,AN7707
FALSE	FALSE	TRUE	TRUE	3	GO:0040009	regulation of growth rate	0.0025	39	3	0.27	0.077	2.602	AN2129,AN5021,AN6589
FALSE	FALSE	TRUE	TRUE	3	GO:0090307	mitotic spindle assembly	0.0041	14	2	0.1	0.143	2.387	AN2128,AN4867
FALSE	FALSE	TRUE	TRUE	3	GO:0006164	purine nucleotide biosynthetic process	0.0068	77	3	0.54	0.039	2.167	AN1202,AN12478,AN2688
FALSE	FALSE	TRUE	TRUE	3	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0117	52	3	0.36	0.058	1.932	AN1949,AN3823,AN8870
FALSE	FALSE	TRUE	TRUE	3	GO:0006096	glycolytic process	0.013	25	2	0.17	0.08	1.886	AN1202,AN2688
FALSE	FALSE	TRUE	TRUE	3	GO:0070787	conidiophore development	0.0201	83	3	0.58	0.036	1.697	AN10515,AN1370,AN2129
FALSE	FALSE	TRUE	TRUE	3	GO:0051253	negative regulation of RNA metabolic process	0.0276	155	2	1.08	0.013	1.559	AN4546,AN7545
FALSE	FALSE	TRUE	TRUE	3	GO:0030989	dynein-driven meiotic oscillatory nuclear movement	0.0344	5	1	0.03	0.2	1.463	AN2128
FALSE	FALSE	TRUE	TRUE	3	GO:1902405	mitotic actomyosin contractile ring localization	0.0344	5	1	0.03	0.2	1.463	AN7707
FALSE	FALSE	TRUE	TRUE	3	GO:0045116	protein neddylation	0.0344	5	1	0.03	0.2	1.463	AN2129
FALSE	FALSE	TRUE	TRUE	3	GO:0006097	glyoxylate cycle	0.0344	5	1	0.03	0.2	1.463	AN0912
FALSE	FALSE	TRUE	TRUE	3	GO:1990426	mitotic recombination-dependent replication fork processing	0.0344	5	1	0.03	0.2	1.463	AN8236
FALSE	FALSE	TRUE	TRUE	3	GO:0043488	regulation of mRNA stability	0.0344	5	1	0.03	0.2	1.463	AN4546
FALSE	FALSE	TRUE	TRUE	3	GO:0008655	pyrimidine-containing compound salvage	0.0344	5	1	0.03	0.2	1.463	AN8869
FALSE	FALSE	TRUE	TRUE	3	GO:0016560	protein import into peroxisome matrix, docking	0.0344	5	1	0.03	0.2	1.463	AN1511
FALSE	FALSE	TRUE	TRUE	3	GO:0044878	mitotic cytokinesis checkpoint	0.0344	5	1	0.03	0.2	1.463	AN2128
FALSE	FALSE	TRUE	TRUE	3	GO:0070827	chromatin maintenance	0.0411	6	1	0.04	0.167	1.386	AN8236
FALSE	FALSE	TRUE	TRUE	3	GO:0006814	sodium ion transport	0.0411	6	1	0.04	0.167	1.386	AN6986
FALSE	FALSE	TRUE	TRUE	3	GO:0009098	leucine biosynthetic process	0.0411	6	1	0.04	0.167	1.386	AN0912
FALSE	FALSE	TRUE	TRUE	3	GO:0019878	lysine biosynthetic process via aminoadipic acid	0.0411	6	1	0.04	0.167	1.386	AN6521
FALSE	FALSE	TRUE	TRUE	3	GO:0045337	farnesyl diphosphate biosynthetic process	0.0411	6	1	0.04	0.167	1.386	AN10340
FALSE	FALSE	TRUE	TRUE	3	GO:0070651	nonfunctional rRNA decay	0.0411	6	1	0.04	0.167	1.386	AN6988
FALSE	FALSE	TRUE	TRUE	3	GO:0030448	hyphal growth	0.0421	188	4	1.31	0.021	1.376	AN10515,AN1370,AN2129,AN7707
FALSE	FALSE	TRUE	TRUE	3	GO:0000910	cytokinesis	0.0475	81	2	0.56	0.025	1.323	AN2128,AN7707
FALSE	FALSE	TRUE	TRUE	3	GO:0097428	protein maturation by iron-sulfur cluster transfer	0.0478	7	1	0.05	0.143	1.321	AN1469
FALSE	FALSE	TRUE	TRUE	3	GO:0043433	negative regulation of DNA binding transcription factor activity	0.0478	7	1	0.05	0.143	1.321	AN6988
FALSE	FALSE	TRUE	TRUE	3	GO:0006541	glutamine metabolic process	0.0478	7	1	0.05	0.143	1.321	AN2243
FALSE	FALSE	TRUE	TRUE	3	GO:0043153	entrainment of circadian clock by photoperiod	0.0478	7	1	0.05	0.143	1.321	AN2129
FALSE	TRUE	FALSE	FALSE	4	GO:0030488	tRNA methylation	0.0039	14	2	0.1	0.143	2.409	AN10451,AN3603
FALSE	TRUE	FALSE	FALSE	4	GO:0019583	galactonate metabolic process	0.0335	5	1	0.03	0.2	1.475	AN7358
FALSE	TRUE	FALSE	FALSE	4	GO:0006567	threonine catabolic process	0.0335	5	1	0.03	0.2	1.475	AN8979
FALSE	TRUE	FALSE	FALSE	4	GO:2000601	positive regulation of Arp2/3 complex-mediated actin nucleation	0.0335	5	1	0.03	0.2	1.475	AN4270
FALSE	TRUE	FALSE	FALSE	4	GO:0019660	glycolytic fermentation	0.0335	5	1	0.03	0.2	1.475	AN8979
FALSE	TRUE	FALSE	FALSE	4	GO:0034476	U5 snRNA 3'-end processing	0.0335	5	1	0.03	0.2	1.475	AN3812
FALSE	TRUE	FALSE	FALSE	4	GO:0110029	negative regulation of meiosis I	0.0335	5	1	0.03	0.2	1.475	AN4407
FALSE	TRUE	FALSE	FALSE	4	GO:0043419	urea catabolic process	0.0335	5	1	0.03	0.2	1.475	AN6115
FALSE	TRUE	FALSE	FALSE	4	GO:0006116	NADH oxidation	0.0335	5	1	0.03	0.2	1.475	AN8979
FALSE	TRUE	FALSE	FALSE	4	GO:1990426	mitotic recombination-dependent replication fork processing	0.0335	5	1	0.03	0.2	1.475	AN4407
FALSE	TRUE	FALSE	FALSE	4	GO:0032042	mitochondrial DNA metabolic process	0.0335	5	1	0.03	0.2	1.475	AN4723
FALSE	TRUE	FALSE	FALSE	4	GO:0071038	nuclear polyadenylation-dependent tRNA catabolic process	0.0335	5	1	0.03	0.2	1.475	AN3812
FALSE	TRUE	FALSE	FALSE	4	GO:0000372	Group I intron splicing	0.04	6	1	0.04	0.167	1.398	AN4723
FALSE	TRUE	FALSE	FALSE	4	GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.04	6	1	0.04	0.167	1.398	AN3812
FALSE	TRUE	FALSE	FALSE	4	GO:0034221	fungal-type cell wall chitin biosynthetic process	0.04	6	1	0.04	0.167	1.398	AN1554
FALSE	TRUE	FALSE	FALSE	4	GO:0006068	ethanol catabolic process	0.04	6	1	0.04	0.167	1.398	AN8979
FALSE	TRUE	FALSE	FALSE	4	GO:0000963	mitochondrial RNA processing	0.04	6	1	0.04	0.167	1.398	AN4723
FALSE	TRUE	FALSE	FALSE	4	GO:0006115	ethanol biosynthetic process	0.04	6	1	0.04	0.167	1.398	AN8979
FALSE	TRUE	FALSE	FALSE	4	GO:0071028	nuclear mRNA surveillance	0.04	6	1	0.04	0.167	1.398	AN3812
FALSE	TRUE	FALSE	FALSE	4	GO:0000755	cytogamy	0.04	6	1	0.04	0.167	1.398	AN5614
FALSE	TRUE	FALSE	FALSE	4	GO:0006401	RNA catabolic process	0.0462	58	2	0.39	0.034	1.335	AN3812,AN4723
FALSE	TRUE	FALSE	FALSE	4	GO:0036187	cell growth mode switching, budding to filamentous	0.0466	7	1	0.05	0.143	1.332	AN4723
FALSE	TRUE	FALSE	FALSE	4	GO:0034251	regulation of cellular amide catabolic process	0.0466	7	1	0.05	0.143	1.332	AN6115
FALSE	TRUE	FALSE	FALSE	4	GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0466	7	1	0.05	0.143	1.332	AN3812
FALSE	TRUE	FALSE	FALSE	4	GO:0007323	peptide pheromone maturation	0.0466	7	1	0.05	0.143	1.332	AN3867
FALSE	TRUE	FALSE	TRUE	5	GO:0006744	ubiquinone biosynthetic process	0.0055	15	3	0.37	0.2	2.26	AN12152,AN1860,AN1999
FALSE	TRUE	FALSE	TRUE	5	GO:2000114	regulation of establishment of cell polarity	0.0058	5	2	0.12	0.4	2.237	AN4564,AN8233
FALSE	TRUE	FALSE	TRUE	5	GO:0030001	metal ion transport	0.0059	94	8	2.33	0.085	2.229	AN0782,AN11138,AN1788,AN3117,AN5743,AN6468,AN7464,AN8842
FALSE	TRUE	FALSE	TRUE	5	GO:0050684	regulation of mRNA processing	0.0086	6	2	0.15	0.333	2.066	AN6082,AN7185
FALSE	TRUE	FALSE	TRUE	5	GO:1903466	regulation of mitotic DNA replication initiation	0.0118	7	2	0.17	0.286	1.928	AN4571,AN5676
FALSE	TRUE	FALSE	TRUE	5	GO:0008361	regulation of cell size	0.0118	7	2	0.17	0.286	1.928	AN0817,AN6053
FALSE	TRUE	FALSE	TRUE	5	GO:1903313	positive regulation of mRNA metabolic process	0.0118	7	2	0.17	0.286	1.928	AN6893,AN7185
FALSE	TRUE	FALSE	TRUE	5	GO:0006099	tricarboxylic acid cycle	0.0144	21	3	0.52	0.143	1.842	AN1003,AN2999,AN8275
FALSE	TRUE	FALSE	TRUE	5	GO:0046131	pyrimidine ribonucleoside metabolic process	0.0155	8	2	0.2	0.25	1.81	AN12316,AN5909
FALSE	TRUE	FALSE	TRUE	5	GO:0000105	histidine biosynthetic process	0.0155	8	2	0.2	0.25	1.81	AN0797,AN2723
FALSE	TRUE	FALSE	TRUE	5	GO:0006091	generation of precursor metabolites and energy	0.019	170	10	4.21	0.059	1.721	AN0595,AN1003,AN1915,AN2414,AN2583,AN2999,AN4690,AN5743,AN7464,AN8275
FALSE	TRUE	FALSE	TRUE	5	GO:0006348	chromatin silencing at telomere	0.0213	43	4	1.06	0.093	1.672	AN0091,AN1859,AN2285,AN7723
FALSE	TRUE	FALSE	TRUE	5	GO:0009231	riboflavin biosynthetic process	0.0241	10	2	0.25	0.2	1.618	AN0670,AN10718
FALSE	TRUE	FALSE	TRUE	5	GO:0042026	protein refolding	0.0241	10	2	0.25	0.2	1.618	AN2432,AN4583
FALSE	TRUE	FALSE	TRUE	5	GO:0000722	telomere maintenance via recombination	0.0241	10	2	0.25	0.2	1.618	AN2285,AN6569
FALSE	TRUE	FALSE	TRUE	5	GO:0032879	regulation of localization	0.0247	88	4	2.18	0.045	1.607	AN5676,AN7185,AN7464,AN8233
FALSE	TRUE	FALSE	TRUE	5	GO:0000028	ribosomal small subunit assembly	0.029	11	2	0.27	0.182	1.538	AN4777,AN5960
FALSE	TRUE	FALSE	TRUE	5	GO:0006808	regulation of nitrogen utilization	0.029	11	2	0.27	0.182	1.538	AN10019,AN3255
FALSE	TRUE	FALSE	TRUE	5	GO:0000413	protein peptidyl-prolyl isomerization	0.0342	12	2	0.3	0.167	1.466	AN4467,AN4583
FALSE	TRUE	FALSE	TRUE	5	GO:0045835	negative regulation of meiotic nuclear division	0.0342	12	2	0.3	0.167	1.466	AN0091,AN1797
FALSE	TRUE	FALSE	TRUE	5	GO:0046488	phosphatidylinositol metabolic process	0.039	53	6	1.31	0.113	1.409	AN0827,AN0871,AN1769,AN2766,AN5011,AN8233
FALSE	TRUE	FALSE	TRUE	5	GO:0006904	vesicle docking involved in exocytosis	0.0398	13	2	0.32	0.154	1.4	AN1002,AN3144
FALSE	TRUE	FALSE	TRUE	5	GO:0097553	calcium ion transmembrane import into cytosol	0.0488	9	2	0.22	0.222	1.312	AN7464,AN8842
FALSE	TRUE	FALSE	TRUE	5	GO:0006839	mitochondrial transport	0.049	59	2	1.46	0.034	1.31	AN10172,AN2432
FALSE	TRUE	TRUE	FALSE	6	GO:0032922	circadian regulation of gene expression	0.0023	5	1	0	0.2	2.638	AN1255
FALSE	TRUE	TRUE	FALSE	6	GO:0044030	regulation of DNA methylation	0.0037	8	1	0	0.125	2.432	AN1255
FALSE	TRUE	TRUE	FALSE	6	GO:0060303	regulation of nucleosome density	0.0055	12	1	0.01	0.083	2.26	AN1255
FALSE	TRUE	TRUE	FALSE	6	GO:0015074	DNA integration	0.0114	25	1	0.01	0.04	1.943	AN10846
FALSE	TRUE	TRUE	FALSE	6	GO:0006278	RNA-dependent DNA biosynthetic process	0.0141	31	1	0.01	0.032	1.851	AN10846
FALSE	TRUE	TRUE	FALSE	6	GO:0030466	chromatin silencing at silent mating-type cassette	0.0159	35	1	0.02	0.029	1.799	AN1255
FALSE	TRUE	TRUE	FALSE	6	GO:0006338	chromatin remodeling	0.0272	60	1	0.03	0.017	1.565	AN1255
FALSE	TRUE	TRUE	TRUE	7	GO:0031134	sister chromatid biorientation	8.1e-06	6	3	0.05	0.5	5.092	AN11055,AN3710,AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0001402	signal transduction involved in filamentous growth	0.0015	8	2	0.06	0.25	2.824	AN2269,AN6487
FALSE	TRUE	TRUE	TRUE	7	GO:0000086	G2/M transition of mitotic cell cycle	0.0019	63	3	0.47	0.048	2.721	AN11055,AN2412,AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0051315	attachment of mitotic spindle microtubules to kinetochore	0.0048	14	2	0.11	0.143	2.319	AN3710,AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0034605	cellular response to heat	0.009	57	3	0.43	0.053	2.046	AN2269,AN6089,AN6246
FALSE	TRUE	TRUE	TRUE	7	GO:0070787	conidiophore development	0.0245	83	3	0.62	0.036	1.611	AN2269,AN2412,AN4096
FALSE	TRUE	TRUE	TRUE	7	GO:0030437	ascospore formation	0.0302	103	4	0.77	0.039	1.52	AN11055,AN2269,AN2412,AN8605
FALSE	TRUE	TRUE	TRUE	7	GO:0070096	mitochondrial outer membrane translocase complex assembly	0.037	5	1	0.04	0.2	1.432	AN12344
FALSE	TRUE	TRUE	TRUE	7	GO:0090646	mitochondrial tRNA processing	0.037	5	1	0.04	0.2	1.432	AN2508
FALSE	TRUE	TRUE	TRUE	7	GO:0042307	positive regulation of protein import into nucleus	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0031031	positive regulation of septation initiation signaling	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0045739	positive regulation of DNA repair	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0010525	regulation of transposition, RNA-mediated	0.037	5	1	0.04	0.2	1.432	AN2269
FALSE	TRUE	TRUE	TRUE	7	GO:0034398	telomere tethering at nuclear periphery	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0006535	cysteine biosynthetic process from serine	0.037	5	1	0.04	0.2	1.432	AN7725
FALSE	TRUE	TRUE	TRUE	7	GO:0015936	coenzyme A metabolic process	0.037	5	1	0.04	0.2	1.432	AN3817
FALSE	TRUE	TRUE	TRUE	7	GO:0006097	glyoxylate cycle	0.037	5	1	0.04	0.2	1.432	AN6653
FALSE	TRUE	TRUE	TRUE	7	GO:0098783	correction of merotelic kinetochore attachment, mitotic	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0052553	modulation by symbiont of host immune response	0.037	5	1	0.04	0.2	1.432	AN6487
FALSE	TRUE	TRUE	TRUE	7	GO:0010907	positive regulation of glucose metabolic process	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0006688	glycosphingolipid biosynthetic process	0.037	5	1	0.04	0.2	1.432	AN4332
FALSE	TRUE	TRUE	TRUE	7	GO:0042177	negative regulation of protein catabolic process	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:1905634	regulation of protein localization to chromatin	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0032210	regulation of telomere maintenance via telomerase	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0060236	regulation of mitotic spindle organization	0.037	5	1	0.04	0.2	1.432	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0070525	tRNA threonylcarbamoyladenosine metabolic process	0.037	5	1	0.04	0.2	1.432	AN2508
FALSE	TRUE	TRUE	TRUE	7	GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	0.037	5	1	0.04	0.2	1.432	AN3817
FALSE	TRUE	TRUE	TRUE	7	GO:0006888	ER to Golgi vesicle-mediated transport	0.0431	44	2	0.33	0.045	1.366	AN6033,AN6257
FALSE	TRUE	TRUE	TRUE	7	GO:0045041	protein import into mitochondrial intermembrane space	0.0443	6	1	0.05	0.167	1.354	AN6089
FALSE	TRUE	TRUE	TRUE	7	GO:0051300	spindle pole body organization	0.0443	6	1	0.05	0.167	1.354	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0006115	ethanol biosynthetic process	0.0443	6	1	0.05	0.167	1.354	AN10124
FALSE	TRUE	TRUE	TRUE	7	GO:0043471	regulation of cellular carbohydrate catabolic process	0.0443	6	1	0.05	0.167	1.354	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0006591	ornithine metabolic process	0.0443	6	1	0.05	0.167	1.354	AN5867
FALSE	TRUE	TRUE	TRUE	7	GO:2000779	regulation of double-strand break repair	0.0443	6	1	0.05	0.167	1.354	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0007063	regulation of sister chromatid cohesion	0.0443	6	1	0.05	0.167	1.354	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:1903379	regulation of mitotic chromosome condensation	0.0443	6	1	0.05	0.167	1.354	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0002143	tRNA wobble position uridine thiolation	0.0443	6	1	0.05	0.167	1.354	AN2508
FALSE	TRUE	TRUE	TRUE	7	GO:0072423	response to DNA damage checkpoint signaling	0.0443	6	1	0.05	0.167	1.354	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0046513	ceramide biosynthetic process	0.0443	6	1	0.05	0.167	1.354	AN4332
FALSE	TRUE	TRUE	TRUE	7	GO:0000256	allantoin catabolic process	0.0443	6	1	0.05	0.167	1.354	AN6653
FALSE	TRUE	TRUE	TRUE	7	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.0443	6	1	0.05	0.167	1.354	AN4182
FALSE	TRUE	TRUE	TRUE	7	GO:0006646	phosphatidylethanolamine biosynthetic process	0.0443	6	1	0.05	0.167	1.354	AN4778
FALSE	TRUE	TRUE	TRUE	7	GO:0071432	peptide mating pheromone maturation involved in posititve regulation of conjugation with cellular fusion	0.0443	6	1	0.05	0.167	1.354	AN6487
FALSE	TRUE	TRUE	TRUE	7	GO:0006458	'de novo' protein folding	0.0443	6	1	0.05	0.167	1.354	AN6089
TRUE	FALSE	FALSE	FALSE	8	GO:0060631	regulation of meiosis I	0.0099	18	2	0.15	0.111	2.004	AN4632,AN8071
TRUE	FALSE	FALSE	FALSE	8	GO:0007088	regulation of mitotic nuclear division	0.0131	65	3	0.55	0.046	1.883	AN4632,AN6553,AN8071
TRUE	FALSE	FALSE	FALSE	8	GO:0000768	syncytium formation by plasma membrane fusion	0.0247	29	2	0.24	0.069	1.607	AN4632,AN8071
TRUE	FALSE	FALSE	FALSE	8	GO:0035269	protein O-linked mannosylation	0.0415	5	1	0.04	0.2	1.382	AN5105
TRUE	FALSE	FALSE	FALSE	8	GO:0006688	glycosphingolipid biosynthetic process	0.0415	5	1	0.04	0.2	1.382	AN5688
TRUE	FALSE	FALSE	FALSE	8	GO:1905634	regulation of protein localization to chromatin	0.0415	5	1	0.04	0.2	1.382	AN6553
TRUE	FALSE	FALSE	FALSE	8	GO:1900101	regulation of endoplasmic reticulum unfolded protein response	0.0496	6	1	0.05	0.167	1.305	AN5105
TRUE	FALSE	FALSE	FALSE	8	GO:0070868	heterochromatin organization involved in chromatin silencing	0.0496	6	1	0.05	0.167	1.305	AN1170
TRUE	FALSE	FALSE	FALSE	8	GO:0070827	chromatin maintenance	0.0496	6	1	0.05	0.167	1.305	AN1170
TRUE	FALSE	FALSE	FALSE	8	GO:0034088	maintenance of mitotic sister chromatid cohesion	0.0496	6	1	0.05	0.167	1.305	AN6553
TRUE	FALSE	FALSE	FALSE	8	GO:0046513	ceramide biosynthetic process	0.0496	6	1	0.05	0.167	1.305	AN5688
TRUE	FALSE	FALSE	FALSE	8	GO:0010411	xyloglucan metabolic process	0.0496	6	1	0.05	0.167	1.305	AN1542
TRUE	FALSE	FALSE	FALSE	8	GO:0007063	regulation of sister chromatid cohesion	0.0496	6	1	0.05	0.167	1.305	AN6553
TRUE	FALSE	FALSE	TRUE	9	GO:0007009	plasma membrane organization	0.00046	10	4	0.4	0.4	3.337	AN1558,AN3725,AN5868,AN7683
TRUE	FALSE	FALSE	TRUE	9	GO:0034486	vacuolar transmembrane transport	0.00069	11	4	0.44	0.364	3.161	AN4477,AN4478,AN4517,AN5198
TRUE	FALSE	FALSE	TRUE	9	GO:1903401	L-lysine transmembrane transport	0.00204	7	3	0.28	0.429	2.69	AN4477,AN4478,AN5198
TRUE	FALSE	FALSE	TRUE	9	GO:0006221	pyrimidine nucleotide biosynthetic process	0.0085	11	3	0.44	0.273	2.071	AN0891,AN4258,AN7028
TRUE	FALSE	FALSE	TRUE	9	GO:0030001	metal ion transport	0.01072	94	8	3.8	0.085	1.97	AN0924,AN10178,AN1022,AN1795,AN4517,AN6216,AN6960,AN8536
TRUE	FALSE	FALSE	TRUE	9	GO:0006549	isoleucine metabolic process	0.01505	5	2	0.2	0.4	1.822	AN3830,AN4793
TRUE	FALSE	FALSE	TRUE	9	GO:0000187	activation of MAPK activity	0.01505	5	2	0.2	0.4	1.822	AN0931,AN6927
TRUE	FALSE	FALSE	TRUE	9	GO:0006020	inositol metabolic process	0.01505	5	2	0.2	0.4	1.822	AN10034,AN5985
TRUE	FALSE	FALSE	TRUE	9	GO:0051293	establishment of spindle localization	0.01505	5	2	0.2	0.4	1.822	AN0118,AN2101
TRUE	FALSE	FALSE	TRUE	9	GO:0009082	branched-chain amino acid biosynthetic process	0.01696	20	5	0.81	0.25	1.771	AN0840,AN3830,AN4430,AN4486,AN4793
TRUE	FALSE	FALSE	TRUE	9	GO:0045332	phospholipid translocation	0.01715	14	3	0.57	0.214	1.766	AN2477,AN7683,AN8374
TRUE	FALSE	FALSE	TRUE	9	GO:0098849	cellular detoxification of cadmium ion	0.02197	6	2	0.24	0.333	1.658	AN1795,AN4517
