hasPeak.An_kdmB_20h_HA_1	hasPeak.An_sntB_20h_HA_1	hasPeak.An_ecoA_20h_HA_1	hasPeak.An_rpdA_20h_HA_1	group	GO.ID	Term	weightedFisher	Annotated	Significant	Expected	richFactor	log10_pval	Genes
FALSE	FALSE	TRUE	FALSE	02	GO:0044878	mitotic cytokinesis checkpoint	0.0191	5	1	0.02	0.2	1.719	AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:1903959	regulation of anion transmembrane transport	0.0229	6	1	0.02	0.167	1.64	AN6578
FALSE	FALSE	TRUE	FALSE	02	GO:0030847	termination of RNA polymerase II transcription, exosome-dependent	0.0229	6	1	0.02	0.167	1.64	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:0032890	regulation of organic acid transport	0.0229	6	1	0.02	0.167	1.64	AN6578
FALSE	FALSE	TRUE	FALSE	02	GO:0042891	antibiotic transport	0.0229	6	1	0.02	0.167	1.64	AN4313
FALSE	FALSE	TRUE	FALSE	02	GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.0229	6	1	0.02	0.167	1.64	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:0015846	polyamine transport	0.0229	6	1	0.02	0.167	1.64	AN4313
FALSE	FALSE	TRUE	FALSE	02	GO:0034767	positive regulation of ion transmembrane transport	0.0229	6	1	0.02	0.167	1.64	AN6578
FALSE	FALSE	TRUE	FALSE	02	GO:0071028	nuclear mRNA surveillance	0.0229	6	1	0.02	0.167	1.64	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:1900437	regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	0.0229	6	1	0.02	0.167	1.64	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0071035	nuclear polyadenylation-dependent rRNA catabolic process	0.0229	6	1	0.02	0.167	1.64	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:0006829	zinc ion transport	0.0267	7	1	0.03	0.143	1.573	AN7673
FALSE	FALSE	TRUE	FALSE	02	GO:0030846	termination of RNA polymerase II transcription, poly(A)-coupled	0.0267	7	1	0.03	0.143	1.573	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:0036164	cell-abiotic substrate adhesion	0.0267	7	1	0.03	0.143	1.573	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0045117	azole transport	0.0267	7	1	0.03	0.143	1.573	AN4313
FALSE	FALSE	TRUE	FALSE	02	GO:0020012	evasion or tolerance of host immune response	0.0267	7	1	0.03	0.143	1.573	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0046827	positive regulation of protein export from nucleus	0.0267	7	1	0.03	0.143	1.573	AN4862
FALSE	FALSE	TRUE	FALSE	02	GO:0010619	adenylate cyclase-activating glucose-activated G protein-coupled receptor signaling pathway	0.0267	7	1	0.03	0.143	1.573	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0031532	actin cytoskeleton reorganization	0.0267	7	1	0.03	0.143	1.573	AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0005993	trehalose catabolic process	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0001402	signal transduction involved in filamentous growth	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0042981	regulation of apoptotic process	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:1900231	regulation of single-species biofilm formation on inanimate substrate	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:1900239	regulation of phenotypic switching	0.0304	8	1	0.03	0.125	1.517	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:1903828	negative regulation of cellular protein localization	0.0304	8	1	0.03	0.125	1.517	AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0007265	Ras protein signal transduction	0.0326	40	3	0.15	0.075	1.487	AN3913,AN4998,AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0046580	negative regulation of Ras protein signal transduction	0.0341	9	1	0.03	0.111	1.467	AN4998
FALSE	FALSE	TRUE	FALSE	02	GO:0005978	glycogen biosynthetic process	0.0341	9	1	0.03	0.111	1.467	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0006810	transport	0.037	1254	10	4.83	0.008	1.432	AN0706,AN10845,AN3579,AN3864,AN4313,AN4862,AN4890,AN6578,AN7673,AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0015695	organic cation transport	0.0379	10	1	0.04	0.1	1.421	AN4313
FALSE	FALSE	TRUE	FALSE	02	GO:0031333	negative regulation of protein complex assembly	0.0379	10	1	0.04	0.1	1.421	AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:1901407	regulation of phosphorylation of RNA polymerase II C-terminal domain	0.0379	10	1	0.04	0.1	1.421	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:0061013	regulation of mRNA catabolic process	0.0379	10	1	0.04	0.1	1.421	AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0010515	negative regulation of induction of conjugation with cellular fusion	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0070786	positive regulation of growth of unicellular organism as a thread of attached cells	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0075308	negative regulation of conidium formation	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0010962	regulation of glucan biosynthetic process	0.0416	11	1	0.04	0.091	1.381	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0030638	polyketide metabolic process	0.0416	11	1	0.04	0.091	1.381	AN2565
FALSE	FALSE	TRUE	FALSE	02	GO:0001933	negative regulation of protein phosphorylation	0.0453	12	1	0.05	0.083	1.344	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:0043709	cell adhesion involved in single-species biofilm formation	0.0453	12	1	0.05	0.083	1.344	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0006906	vesicle fusion	0.0453	12	1	0.05	0.083	1.344	AN0706
FALSE	FALSE	TRUE	FALSE	02	GO:0070873	regulation of glycogen metabolic process	0.0453	12	1	0.05	0.083	1.344	AN3913
FALSE	FALSE	TRUE	FALSE	02	GO:0015833	peptide transport	0.048	324	3	1.25	0.009	1.319	AN0706,AN4313,AN4862
FALSE	FALSE	TRUE	FALSE	02	GO:0072698	protein localization to microtubule cytoskeleton	0.049	13	1	0.05	0.077	1.31	AN8751
FALSE	FALSE	TRUE	FALSE	02	GO:0043144	snoRNA processing	0.049	13	1	0.05	0.077	1.31	AN0707
FALSE	FALSE	TRUE	FALSE	02	GO:0015696	ammonium transport	0.049	13	1	0.05	0.077	1.31	AN4313
FALSE	FALSE	TRUE	TRUE	03	GO:0009098	leucine biosynthetic process	0.00065	6	2	0.04	0.333	3.187	AN0912,AN4486
FALSE	FALSE	TRUE	TRUE	03	GO:0006164	purine nucleotide biosynthetic process	0.00656	76	3	0.51	0.039	2.183	AN1202,AN12478,AN2688
FALSE	FALSE	TRUE	TRUE	03	GO:0006096	glycolytic process	0.01201	25	2	0.17	0.08	1.92	AN1202,AN2688
FALSE	FALSE	TRUE	TRUE	03	GO:1903509	liposaccharide metabolic process	0.01303	46	3	0.31	0.065	1.885	AN1663,AN2688,AN6589
FALSE	FALSE	TRUE	TRUE	03	GO:0051253	negative regulation of RNA metabolic process	0.02652	155	2	1.04	0.013	1.576	AN4486,AN4546
FALSE	FALSE	TRUE	TRUE	03	GO:0006097	glyoxylate cycle	0.03303	5	1	0.03	0.2	1.481	AN0912
FALSE	FALSE	TRUE	TRUE	03	GO:1902405	mitotic actomyosin contractile ring localization	0.03303	5	1	0.03	0.2	1.481	AN7707
FALSE	FALSE	TRUE	TRUE	03	GO:0043488	regulation of mRNA stability	0.03303	5	1	0.03	0.2	1.481	AN4546
FALSE	FALSE	TRUE	TRUE	03	GO:0008655	pyrimidine-containing compound salvage	0.03303	5	1	0.03	0.2	1.481	AN8869
FALSE	FALSE	TRUE	TRUE	03	GO:0016560	protein import into peroxisome matrix, docking	0.03303	5	1	0.03	0.2	1.481	AN1511
FALSE	FALSE	TRUE	TRUE	03	GO:1990426	mitotic recombination-dependent replication fork processing	0.03303	5	1	0.03	0.2	1.481	AN8236
FALSE	FALSE	TRUE	TRUE	03	GO:0019878	lysine biosynthetic process via aminoadipic acid	0.03951	6	1	0.04	0.167	1.403	AN6521
FALSE	FALSE	TRUE	TRUE	03	GO:0070651	nonfunctional rRNA decay	0.03951	6	1	0.04	0.167	1.403	AN6988
FALSE	FALSE	TRUE	TRUE	03	GO:0070827	chromatin maintenance	0.03951	6	1	0.04	0.167	1.403	AN8236
FALSE	FALSE	TRUE	TRUE	03	GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation	0.04595	7	1	0.05	0.143	1.338	AN4486
FALSE	FALSE	TRUE	TRUE	03	GO:0097428	protein maturation by iron-sulfur cluster transfer	0.04595	7	1	0.05	0.143	1.338	AN1469
FALSE	FALSE	TRUE	TRUE	03	GO:0006541	glutamine metabolic process	0.04595	7	1	0.05	0.143	1.338	AN2243
FALSE	FALSE	TRUE	TRUE	03	GO:0043433	negative regulation of DNA-binding transcription factor activity	0.04595	7	1	0.05	0.143	1.338	AN6988
FALSE	TRUE	FALSE	FALSE	04	GO:0019583	galactonate metabolic process	0.033	5	1	0.03	0.2	1.481	AN7358
FALSE	TRUE	FALSE	FALSE	04	GO:0006567	threonine catabolic process	0.033	5	1	0.03	0.2	1.481	AN8979
FALSE	TRUE	FALSE	FALSE	04	GO:2000601	positive regulation of Arp2/3 complex-mediated actin nucleation	0.033	5	1	0.03	0.2	1.481	AN4270
FALSE	TRUE	FALSE	FALSE	04	GO:0019660	glycolytic fermentation	0.033	5	1	0.03	0.2	1.481	AN8979
FALSE	TRUE	FALSE	FALSE	04	GO:0034476	U5 snRNA 3'-end processing	0.033	5	1	0.03	0.2	1.481	AN3812
FALSE	TRUE	FALSE	FALSE	04	GO:0110029	negative regulation of meiosis I	0.033	5	1	0.03	0.2	1.481	AN4407
FALSE	TRUE	FALSE	FALSE	04	GO:0043419	urea catabolic process	0.033	5	1	0.03	0.2	1.481	AN6115
FALSE	TRUE	FALSE	FALSE	04	GO:0006116	NADH oxidation	0.033	5	1	0.03	0.2	1.481	AN8979
FALSE	TRUE	FALSE	FALSE	04	GO:1990426	mitotic recombination-dependent replication fork processing	0.033	5	1	0.03	0.2	1.481	AN4407
FALSE	TRUE	FALSE	FALSE	04	GO:0032042	mitochondrial DNA metabolic process	0.033	5	1	0.03	0.2	1.481	AN4723
FALSE	TRUE	FALSE	FALSE	04	GO:0071038	nuclear polyadenylation-dependent tRNA catabolic process	0.033	5	1	0.03	0.2	1.481	AN3812
FALSE	TRUE	FALSE	FALSE	04	GO:0000372	Group I intron splicing	0.04	6	1	0.04	0.167	1.398	AN4723
FALSE	TRUE	FALSE	FALSE	04	GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.04	6	1	0.04	0.167	1.398	AN3812
FALSE	TRUE	FALSE	FALSE	04	GO:0034221	fungal-type cell wall chitin biosynthetic process	0.04	6	1	0.04	0.167	1.398	AN1554
FALSE	TRUE	FALSE	FALSE	04	GO:0006068	ethanol catabolic process	0.04	6	1	0.04	0.167	1.398	AN8979
FALSE	TRUE	FALSE	FALSE	04	GO:0000963	mitochondrial RNA processing	0.04	6	1	0.04	0.167	1.398	AN4723
FALSE	TRUE	FALSE	FALSE	04	GO:0006115	ethanol biosynthetic process	0.04	6	1	0.04	0.167	1.398	AN8979
FALSE	TRUE	FALSE	FALSE	04	GO:0071028	nuclear mRNA surveillance	0.04	6	1	0.04	0.167	1.398	AN3812
FALSE	TRUE	FALSE	FALSE	04	GO:0000755	cytogamy	0.04	6	1	0.04	0.167	1.398	AN5614
FALSE	TRUE	FALSE	FALSE	04	GO:0006401	RNA catabolic process	0.046	58	2	0.39	0.034	1.337	AN3812,AN4723
FALSE	TRUE	FALSE	FALSE	04	GO:0036187	cell growth mode switching, budding to filamentous	0.046	7	1	0.05	0.143	1.337	AN4723
FALSE	TRUE	FALSE	FALSE	04	GO:0034251	regulation of cellular amide catabolic process	0.046	7	1	0.05	0.143	1.337	AN6115
FALSE	TRUE	FALSE	FALSE	04	GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.046	7	1	0.05	0.143	1.337	AN3812
FALSE	TRUE	FALSE	FALSE	04	GO:0007323	peptide pheromone maturation	0.046	7	1	0.05	0.143	1.337	AN3867
FALSE	TRUE	FALSE	FALSE	04	GO:0006355	regulation of transcription, DNA-templated	0.05	687	7	4.6	0.01	1.301	AN10083,AN11222,AN11722,AN3868,AN8164,AN8345,AN8918
FALSE	TRUE	FALSE	TRUE	05	GO:0042026	protein refolding	0.0017	10	3	0.25	0.3	2.77	AN2432,AN4583,AN6089
FALSE	TRUE	FALSE	TRUE	05	GO:0030001	metal ion transport	0.0063	92	7	2.31	0.076	2.201	AN11138,AN1788,AN5743,AN6468,AN6940,AN7464,AN8842
FALSE	TRUE	FALSE	TRUE	05	GO:0009612	response to mechanical stimulus	0.0088	6	2	0.15	0.333	2.056	AN3735,AN8842
FALSE	TRUE	FALSE	TRUE	05	GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation	0.0088	6	2	0.15	0.333	2.056	AN5803,AN5981
FALSE	TRUE	FALSE	TRUE	05	GO:0006591	ornithine metabolic process	0.0088	6	2	0.15	0.333	2.056	AN5867,AN7722
FALSE	TRUE	FALSE	TRUE	05	GO:0045041	protein import into mitochondrial intermembrane space	0.0088	6	2	0.15	0.333	2.056	AN2432,AN6089
FALSE	TRUE	FALSE	TRUE	05	GO:0050684	regulation of mRNA processing	0.0088	6	2	0.15	0.333	2.056	AN6082,AN7185
FALSE	TRUE	FALSE	TRUE	05	GO:1903466	regulation of mitotic DNA replication initiation	0.0122	7	2	0.18	0.286	1.914	AN4571,AN5676
FALSE	TRUE	FALSE	TRUE	05	GO:0044805	late nucleophagy	0.0122	7	2	0.18	0.286	1.914	AN0127,AN3470
FALSE	TRUE	FALSE	TRUE	05	GO:1903313	positive regulation of mRNA metabolic process	0.0122	7	2	0.18	0.286	1.914	AN6893,AN7185
FALSE	TRUE	FALSE	TRUE	05	GO:0061171	establishment of bipolar cell polarity	0.0122	7	2	0.18	0.286	1.914	AN4564,AN5020
FALSE	TRUE	FALSE	TRUE	05	GO:1903464	negative regulation of mitotic cell cycle DNA replication	0.0122	7	2	0.18	0.286	1.914	AN4571,AN9113
FALSE	TRUE	FALSE	TRUE	05	GO:0006099	tricarboxylic acid cycle	0.0149	21	3	0.53	0.143	1.827	AN1003,AN2999,AN8275
FALSE	TRUE	FALSE	TRUE	05	GO:0006497	protein lipidation	0.0157	32	5	0.8	0.156	1.804	AN0827,AN0871,AN3470,AN4697,AN5011
FALSE	TRUE	FALSE	TRUE	05	GO:0051056	regulation of small GTPase mediated signal transduction	0.0159	35	3	0.88	0.086	1.799	AN0449,AN3735,AN5787
FALSE	TRUE	FALSE	TRUE	05	GO:0000398	mRNA splicing, via spliceosome	0.0159	45	5	1.13	0.111	1.799	AN10557,AN10963,AN4707,AN6082,AN7185
FALSE	TRUE	FALSE	TRUE	05	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	0.0159	8	2	0.2	0.25	1.799	AN10131,AN5909
FALSE	TRUE	FALSE	TRUE	05	GO:0046131	pyrimidine ribonucleoside metabolic process	0.0159	8	2	0.2	0.25	1.799	AN12316,AN5909
FALSE	TRUE	FALSE	TRUE	05	GO:0000105	histidine biosynthetic process	0.0159	8	2	0.2	0.25	1.799	AN0797,AN2723
FALSE	TRUE	FALSE	TRUE	05	GO:0030490	maturation of SSU-rRNA	0.016	60	3	1.51	0.05	1.796	AN0247,AN4777,AN4872
FALSE	TRUE	FALSE	TRUE	05	GO:0051211	anisotropic cell growth	0.0202	9	2	0.23	0.222	1.695	AN5020,AN5803
FALSE	TRUE	FALSE	TRUE	05	GO:0006348	chromatin silencing at telomere	0.0223	43	4	1.08	0.093	1.652	AN0091,AN1859,AN2285,AN7723
FALSE	TRUE	FALSE	TRUE	05	GO:0009058	biosynthetic process	0.0239	2216	67	55.68	0.03	1.622	AN0091,AN0202,AN0451,AN0670,AN0797,AN0827,AN0871,AN10131,AN10396,AN10557,AN10718,AN11165,AN12152,AN12316,AN1745,AN1859,AN1860,AN1927,AN2141,AN2285,AN2415,AN2583,AN2661,AN2723,AN2763,AN2764,AN2999,AN3033,AN3255,AN3470,AN3684,AN3928,AN3986,AN4035,AN4238,AN4269,AN4283,AN4452,AN4468,AN4475,AN4571,AN4690,AN4697,AN4777,AN4872,AN5011,AN5021,AN5591,AN5676,AN5719,AN5867,AN5909,AN6083,AN6568,AN6569,AN6846,AN7050,AN7252,AN7625,AN7722,AN7723,AN8125,AN8172,AN8275,AN8535,AN8843,AN9113
FALSE	TRUE	FALSE	TRUE	05	GO:0009231	riboflavin biosynthetic process	0.0248	10	2	0.25	0.2	1.606	AN0670,AN10718
FALSE	TRUE	FALSE	TRUE	05	GO:0000722	telomere maintenance via recombination	0.0248	10	2	0.25	0.2	1.606	AN2285,AN6569
FALSE	TRUE	FALSE	TRUE	05	GO:0051648	vesicle localization	0.0251	8	2	0.2	0.25	1.6	AN6033,AN7698
FALSE	TRUE	FALSE	TRUE	05	GO:0032879	regulation of localization	0.0251	88	4	2.21	0.045	1.6	AN4238,AN5676,AN7185,AN7464
FALSE	TRUE	FALSE	TRUE	05	GO:0006091	generation of precursor metabolites and energy	0.0254	170	9	4.27	0.053	1.595	AN0595,AN1003,AN2414,AN2583,AN2999,AN4690,AN5743,AN7464,AN8275
FALSE	TRUE	FALSE	TRUE	05	GO:0006221	pyrimidine nucleotide biosynthetic process	0.0298	11	2	0.28	0.182	1.526	AN10131,AN5909
FALSE	TRUE	FALSE	TRUE	05	GO:0000028	ribosomal small subunit assembly	0.0298	11	2	0.28	0.182	1.526	AN4777,AN4872
FALSE	TRUE	FALSE	TRUE	05	GO:0000413	protein peptidyl-prolyl isomerization	0.0352	12	2	0.3	0.167	1.453	AN4467,AN4583
FALSE	TRUE	FALSE	TRUE	05	GO:0045835	negative regulation of meiotic nuclear division	0.0352	12	2	0.3	0.167	1.453	AN0091,AN1797
FALSE	TRUE	FALSE	TRUE	05	GO:0006303	double-strand break repair via nonhomologous end joining	0.0409	13	2	0.33	0.154	1.388	AN4552,AN8170
FALSE	TRUE	FALSE	TRUE	05	GO:0006904	vesicle docking involved in exocytosis	0.0409	13	2	0.33	0.154	1.388	AN1002,AN3144
FALSE	TRUE	FALSE	TRUE	05	GO:0010499	proteasomal ubiquitin-independent protein catabolic process	0.0469	14	2	0.35	0.143	1.329	AN10708,AN3756
FALSE	TRUE	FALSE	TRUE	05	GO:0006839	mitochondrial transport	0.0493	59	4	1.48	0.068	1.307	AN10172,AN2432,AN6034,AN6089
FALSE	TRUE	FALSE	TRUE	05	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	0.0495	9	2	0.23	0.222	1.305	AN3090,AN4238
FALSE	TRUE	FALSE	TRUE	05	GO:0097553	calcium ion transmembrane import into cytosol	0.0495	9	2	0.23	0.222	1.305	AN7464,AN8842
FALSE	TRUE	FALSE	TRUE	05	GO:0010255	glucose mediated signaling pathway	0.0495	9	2	0.23	0.222	1.305	AN1797,AN4238
FALSE	TRUE	FALSE	TRUE	05	GO:0051983	regulation of chromosome segregation	0.0496	46	2	1.16	0.043	1.305	AN2285,AN3735
FALSE	TRUE	TRUE	FALSE	06	GO:0032922	circadian regulation of gene expression	0.0037	5	1	0	0.2	2.432	AN1255
FALSE	TRUE	TRUE	FALSE	06	GO:0006559	L-phenylalanine catabolic process	0.0059	8	1	0.01	0.125	2.229	AN6390
FALSE	TRUE	TRUE	FALSE	06	GO:0044030	regulation of DNA methylation	0.0059	8	1	0.01	0.125	2.229	AN1255
FALSE	TRUE	TRUE	FALSE	06	GO:0006570	tyrosine metabolic process	0.0066	9	1	0.01	0.111	2.18	AN6390
FALSE	TRUE	TRUE	FALSE	06	GO:0060303	regulation of nucleosome density	0.0088	12	1	0.01	0.083	2.056	AN1255
FALSE	TRUE	TRUE	FALSE	06	GO:0015074	DNA integration	0.0182	25	1	0.02	0.04	1.74	AN10846
FALSE	TRUE	TRUE	FALSE	06	GO:0006278	RNA-dependent DNA biosynthetic process	0.0225	31	1	0.02	0.032	1.648	AN10846
FALSE	TRUE	TRUE	FALSE	06	GO:0030466	chromatin silencing at silent mating-type cassette	0.0254	35	1	0.03	0.029	1.595	AN1255
FALSE	TRUE	TRUE	FALSE	06	GO:0006338	chromatin remodeling	0.0432	60	1	0.04	0.017	1.365	AN1255
FALSE	TRUE	TRUE	TRUE	07	GO:0031134	sister chromatid biorientation	0.00095	6	2	0.05	0.333	3.022	AN11055,AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0006468	protein phosphorylation	0.00117	182	7	1.47	0.038	2.932	AN0988,AN10019,AN10515,AN2269,AN4182,AN7563,AN9024
FALSE	TRUE	TRUE	TRUE	07	GO:0001402	signal transduction involved in filamentous growth	0.00175	8	2	0.06	0.25	2.757	AN2269,AN6487
FALSE	TRUE	TRUE	TRUE	07	GO:0034307	regulation of ascospore formation	0.00403	12	2	0.1	0.167	2.395	AN0988,AN2269
FALSE	TRUE	TRUE	TRUE	07	GO:0034599	cellular response to oxidative stress	0.01646	121	4	0.98	0.033	1.784	AN0988,AN2269,AN3129,AN3829
FALSE	TRUE	TRUE	TRUE	07	GO:0030448	hyphal growth	0.01789	188	5	1.52	0.027	1.747	AN10515,AN2269,AN4096,AN4182,AN7687
FALSE	TRUE	TRUE	TRUE	07	GO:0070787	conidiophore development	0.02048	83	4	0.67	0.048	1.689	AN0988,AN10515,AN2269,AN4096
FALSE	TRUE	TRUE	TRUE	07	GO:0030010	establishment of cell polarity	0.03504	46	3	0.37	0.065	1.455	AN0988,AN3062,AN5195
FALSE	TRUE	TRUE	TRUE	07	GO:0030437	ascospore formation	0.03512	103	5	0.83	0.049	1.454	AN0988,AN11055,AN2269,AN5195,AN8605
FALSE	TRUE	TRUE	TRUE	07	GO:0006413	translational initiation	0.03573	37	2	0.3	0.054	1.447	AN8066,AN8883
FALSE	TRUE	TRUE	TRUE	07	GO:0070096	mitochondrial outer membrane translocase complex assembly	0.03971	5	1	0.04	0.2	1.401	AN12344
FALSE	TRUE	TRUE	TRUE	07	GO:0042307	positive regulation of protein import into nucleus	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0031031	positive regulation of septation initiation signaling	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0045739	positive regulation of DNA repair	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0010525	regulation of transposition, RNA-mediated	0.03971	5	1	0.04	0.2	1.401	AN2269
FALSE	TRUE	TRUE	TRUE	07	GO:0034398	telomere tethering at nuclear periphery	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0006535	cysteine biosynthetic process from serine	0.03971	5	1	0.04	0.2	1.401	AN7725
FALSE	TRUE	TRUE	TRUE	07	GO:0015936	coenzyme A metabolic process	0.03971	5	1	0.04	0.2	1.401	AN3817
FALSE	TRUE	TRUE	TRUE	07	GO:0006097	glyoxylate cycle	0.03971	5	1	0.04	0.2	1.401	AN6653
FALSE	TRUE	TRUE	TRUE	07	GO:0098783	correction of merotelic kinetochore attachment, mitotic	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0052553	modulation by symbiont of host immune response	0.03971	5	1	0.04	0.2	1.401	AN6487
FALSE	TRUE	TRUE	TRUE	07	GO:0010907	positive regulation of glucose metabolic process	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0006688	glycosphingolipid biosynthetic process	0.03971	5	1	0.04	0.2	1.401	AN4332
FALSE	TRUE	TRUE	TRUE	07	GO:0042177	negative regulation of protein catabolic process	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:1905634	regulation of protein localization to chromatin	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0032210	regulation of telomere maintenance via telomerase	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0060236	regulation of mitotic spindle organization	0.03971	5	1	0.04	0.2	1.401	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway	0.03971	5	1	0.04	0.2	1.401	AN3817
FALSE	TRUE	TRUE	TRUE	07	GO:0051300	spindle pole body organization	0.04747	6	1	0.05	0.167	1.324	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0006115	ethanol biosynthetic process	0.04747	6	1	0.05	0.167	1.324	AN10124
FALSE	TRUE	TRUE	TRUE	07	GO:0043471	regulation of cellular carbohydrate catabolic process	0.04747	6	1	0.05	0.167	1.324	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:2000779	regulation of double-strand break repair	0.04747	6	1	0.05	0.167	1.324	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0007063	regulation of sister chromatid cohesion	0.04747	6	1	0.05	0.167	1.324	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:1903379	regulation of mitotic chromosome condensation	0.04747	6	1	0.05	0.167	1.324	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0072423	response to DNA damage checkpoint signaling	0.04747	6	1	0.05	0.167	1.324	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0046513	ceramide biosynthetic process	0.04747	6	1	0.05	0.167	1.324	AN4332
FALSE	TRUE	TRUE	TRUE	07	GO:0000256	allantoin catabolic process	0.04747	6	1	0.05	0.167	1.324	AN6653
FALSE	TRUE	TRUE	TRUE	07	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.04747	6	1	0.05	0.167	1.324	AN4182
FALSE	TRUE	TRUE	TRUE	07	GO:0071432	peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion	0.04747	6	1	0.05	0.167	1.324	AN6487
FALSE	TRUE	TRUE	TRUE	07	GO:0050684	regulation of mRNA processing	0.04747	6	1	0.05	0.167	1.324	AN0988
FALSE	TRUE	TRUE	TRUE	07	GO:0006888	ER to Golgi vesicle-mediated transport	0.04895	44	2	0.36	0.045	1.31	AN5195,AN6257
TRUE	FALSE	FALSE	FALSE	08	GO:0016925	protein sumoylation	0.00099	6	2	0.05	0.333	3.004	AN2450,AN4399
TRUE	FALSE	FALSE	FALSE	08	GO:0060631	regulation of meiosis I	0.00946	18	2	0.15	0.111	2.024	AN4632,AN8071
TRUE	FALSE	FALSE	FALSE	08	GO:0007088	regulation of mitotic nuclear division	0.0126	65	3	0.54	0.046	1.9	AN4632,AN6553,AN8071
TRUE	FALSE	FALSE	FALSE	08	GO:0010556	regulation of macromolecule biosynthetic process	0.01651	774	7	6.39	0.009	1.782	AN10334,AN1170,AN2615,AN4394,AN5217,AN9047,AN9221
TRUE	FALSE	FALSE	FALSE	08	GO:0000768	syncytium formation by plasma membrane fusion	0.02367	29	2	0.24	0.069	1.626	AN4632,AN8071
